#{"t_start": 1779076669.5631187, "env_id": "None"}
r,l,t,profile,damage_pct,score,stars,ticks_elapsed,spell_casts,rage_casts,freeze_casts,useful_rage_casts,useful_freeze_casts,wasted_spell_casts,wasted_rage_casts,wasted_freeze_casts,spells_remaining,rage_bonus_damage_pct,frozen_threat_ticks,spell_shaping_reward_total,rage_effect_reward_total,freeze_effect_reward_total,wasted_spell_penalty_total,unused_spell_penalty_total
-0.052208,30,4.504789,hard,0.06779176201372998,0.06779176201372998,0,300,1,1,0,1,0,0,0,0,3,0.0,0,-0.09,0.0,0.0,0.0,0.09
-0.061934,30,8.162285,hard,0.058066361556064074,0.058066361556064074,0,300,1,0,1,0,1,0,0,0,3,0.0,0,-0.09,0.0,0.0,0.0,0.09
0.108231,30,11.757481,hard,0.10223112128146453,0.10223112128146453,0,300,2,0,2,0,2,0,0,0,2,0.0,48,0.036000000000000004,0.0,0.096,0.0,0.06
0.075789,30,15.430039,hard,0.06578947368421052,0.06578947368421052,0,300,2,0,2,0,2,0,0,0,2,0.0,51,0.04000000000000001,0.0,0.1,0.0,0.06
-0.097826,30,19.037885,hard,0.05217391304347826,0.05217391304347826,0,300,0,0,0,0,0,0,0,0,4,0.0,0,-0.12,0.0,0.0,0.0,0.12
0.045414,30,22.638207,hard,0.0874141876430206,0.0874141876430206,0,300,2,1,1,1,1,0,0,0,2,0.0,24,-0.011999999999999997,0.0,0.048,0.0,0.06
-0.021647,30,26.173781,hard,0.09786613272311218,0.09786613272311218,0,300,1,1,0,1,0,0,0,0,3,0.0032437070938215458,0,-0.08951344393592676,0.00048655606407323193,0.0,0.0,0.09
0.041445,30,29.759127,hard,0.0911384439359268,0.0911384439359268,0,300,2,1,1,1,1,0,0,0,2,0.002042334096109832,20,-0.019693649885583524,0.0003063501144164748,0.04,0.0,0.06
