#{"t_start": 1779076669.5987213, "env_id": "None"}
r,l,t,profile,damage_pct,score,stars,ticks_elapsed,spell_casts,rage_casts,freeze_casts,useful_rage_casts,useful_freeze_casts,wasted_spell_casts,wasted_rage_casts,wasted_freeze_casts,spells_remaining,rage_bonus_damage_pct,frozen_threat_ticks,spell_shaping_reward_total,rage_effect_reward_total,freeze_effect_reward_total,wasted_spell_penalty_total,unused_spell_penalty_total
-0.068769,30,4.465253,medium,0.08123052959501557,0.08123052959501557,0,300,0,0,0,0,0,0,0,0,4,0.0,0,-0.12,0.0,0.0,0.0,0.12
0.01874,30,8.106501,medium,0.10837227414330218,0.10837227414330218,0,300,2,2,0,2,0,0,0,0,2,0.00245327102803741,0,-0.059632009345794386,0.00036799065420561146,0.0,0.0,0.06
-0.017435,30,11.725293,medium,0.07234423676012458,0.07234423676012458,0,300,2,2,0,2,0,0,0,0,2,0.001471962616822393,0,-0.05977920560747664,0.00022079439252335894,0.0,0.0,0.06
0.163906,30,15.390368,medium,0.2056853582554517,0.2056853582554517,0,300,2,1,1,1,1,0,0,0,2,0.001471962616822446,24,-0.011779205607476632,0.0002207943925233669,0.048,0.0,0.06
-0.067679,30,18.994512,medium,0.08232087227414331,0.08232087227414331,0,300,0,0,0,0,0,0,0,0,4,0.0,0,-0.12,0.0,0.0,0.0,0.12
0.114826,30,22.635093,medium,0.2335747663551402,0.2335747663551402,0,300,1,1,0,1,0,0,0,0,3,0.008341121495327194,0,-0.08874883177570092,0.001251168224299079,0.0,0.0,0.09
0.001558,30,26.134139,medium,0.1515576323987539,0.1515576323987539,0,300,0,0,0,0,0,0,0,0,4,0.0,0,-0.12,0.0,0.0,0.0,0.12
0.014642,30,29.719475,medium,0.16464174454828662,0.16464174454828662,0,300,0,0,0,0,0,0,0,0,4,0.0,0,-0.12,0.0,0.0,0.0,0.12
