#{"t_start": 1779027333.844385, "env_id": "None"}
r,l,t,profile,damage_pct,score,stars,ticks_elapsed
0.127957,73,33.587241,hard,0.20005720823798628,0.20005720823798628,0,721
0.259722,73,61.819896,hard,0.33192219679633866,0.33192219679633866,0,722
0.089316,76,89.812765,hard,0.16441647597254005,0.16441647597254005,0,751
0.183627,90,124.179231,hard,0.27362700228832953,0.27362700228832953,0,900
0.140258,74,150.835896,hard,0.21355835240274598,0.21355835240274598,0,733
0.347384,77,178.766956,hard,0.4236842105263158,0.4236842105263158,0,763
0.295575,70,207.490166,hard,0.3652745995423341,0.3652745995423341,0,697
0.23591,86,236.316259,hard,0.32110983981693364,0.32110983981693364,0,852
0.240207,79,262.485811,hard,0.3187070938215103,0.3187070938215103,0,785
0.22333,78,288.410305,hard,0.30102974828375284,0.30102974828375284,0,777
0.323191,69,311.497689,hard,0.3919908466819222,0.3919908466819222,0,688
0.202781,69,335.858316,hard,0.27128146453089247,0.27128146453089247,0,685
0.255915,70,360.810224,hard,0.3255148741418764,0.3255148741418764,0,696
0.283733,71,388.127972,hard,0.354233409610984,0.354233409610984,0,705
0.1267,74,414.234334,hard,0.2004004576659039,0.2004004576659039,0,737
0.077081,69,438.260245,hard,0.14588100686498856,0.14588100686498856,0,688
0.1209,80,467.218399,hard,0.2,0.2,0,791
0.373238,73,491.743518,hard,0.4459382151029748,0.4459382151029748,0,727
0.275103,90,525.390407,hard,0.3651029748283753,0.3651029748283753,0,900
0.152829,73,551.472678,hard,0.22562929061784898,0.22562929061784898,0,728
0.173902,90,585.006956,hard,0.26390160183066363,0.26390160183066363,0,900
0.187722,69,608.516585,hard,0.2565217391304348,0.2565217391304348,0,688
0.188126,73,634.549896,hard,0.26052631578947366,0.26052631578947366,0,724
0.16194,73,659.031853,hard,0.23483981693363845,0.23483981693363845,0,729
0.339375,76,686.967981,hard,0.4152745995423341,0.4152745995423341,0,759
0.242642,70,712.735398,hard,0.3118421052631579,0.3118421052631579,0,692
0.287622,82,741.136028,hard,0.36882151029748284,0.36882151029748284,0,812
0.115055,83,778.714993,hard,0.19805491990846683,0.19805491990846683,0,830
0.169145,71,804.453952,hard,0.23964530892448513,0.23964530892448513,0,705
0.0772,73,831.083307,hard,0.14959954233409611,0.14959954233409611,0,724
0.16095,71,856.139965,hard,0.23135011441647596,0.23135011441647596,0,704
0.14838,72,881.025896,hard,0.21967963386727687,0.21967963386727687,0,713
0.234321,72,906.794312,hard,0.3061212814645309,0.3061212814645309,0,718
0.131601,70,930.452563,hard,0.20120137299771168,0.20120137299771168,0,696
0.296462,71,958.341032,hard,0.36676201372997713,0.36676201372997713,0,703
0.22847,71,983.336593,hard,0.29856979405034323,0.29856979405034323,0,701
0.168159,71,1009.413025,hard,0.23895881006864989,0.23895881006864989,0,708
0.257483,90,1042.098153,hard,0.3474828375286041,0.3474828375286041,0,900
0.252803,75,1069.799956,hard,0.32780320366132726,0.32780320366132726,0,750
0.075995,70,1094.901737,hard,0.14519450800915332,0.14519450800915332,0,692
0.185585,77,1129.213224,hard,0.2621853546910755,0.2621853546910755,0,766
0.252455,71,1154.52407,hard,0.3234553775743707,0.3234553775743707,0,710
0.157085,67,1177.480319,hard,0.22408466819221967,0.22408466819221967,0,670
0.127537,68,1202.353072,hard,0.19513729977116706,0.19513729977116706,0,676
0.117332,74,1227.805285,hard,0.19073226544622426,0.19073226544622426,0,734
0.133371,80,1256.114364,hard,0.21247139588100686,0.21247139588100686,0,791
0.116583,69,1279.392087,hard,0.18518306636155607,0.18518306636155607,0,686
0.220578,86,1312.708339,hard,0.30617848970251715,0.30617848970251715,0,856
0.030329,70,1338.429226,hard,0.10022883295194508,0.10022883295194508,0,699
0.212635,81,1366.774086,hard,0.29353546910755146,0.29353546910755146,0,809
0.221915,79,1395.189945,hard,0.3009153318077803,0.3009153318077803,0,790
0.197102,80,1422.593376,hard,0.27660183066361554,0.27660183066361554,0,795
0.339884,84,1452.903699,hard,0.4232837528604119,0.4232837528604119,0,834
0.180779,76,1478.7319,hard,0.2565789473684211,0.2565789473684211,0,758
0.19952,81,1511.974006,hard,0.2803203661327231,0.2803203661327231,0,808
0.14172,76,1538.790649,hard,0.21762013729977117,0.21762013729977117,0,759
0.217999,69,1563.741701,hard,0.28649885583524026,0.28649885583524026,0,685
0.15279,76,1590.393766,hard,0.22848970251716247,0.22848970251716247,0,757
0.064369,72,1615.126524,hard,0.13546910755148742,0.13546910755148742,0,711
1.373959,90,1643.354214,hard,0.46395881006864986,1.4639588100686498,1,900
0.194492,74,1667.15014,hard,0.26779176201372995,0.26779176201372995,0,733
0.233112,90,1705.236295,hard,0.32311212814645307,0.32311212814645307,0,900
0.194715,69,1730.466035,hard,0.2628146453089245,0.2628146453089245,0,681
0.133302,69,1754.660665,hard,0.20200228832951944,0.20200228832951944,0,687
0.198296,74,1781.161606,hard,0.27179633867276887,0.27179633867276887,0,735
0.316159,86,1811.821452,hard,0.4020594965675057,0.4020594965675057,0,859
0.289607,80,1840.524952,hard,0.3687070938215103,0.3687070938215103,0,791
0.049633,67,1870.460907,hard,0.11653318077803204,0.11653318077803204,0,669
0.319033,73,1896.771628,hard,0.39113272311212816,0.39113272311212816,0,721
0.166579,90,1929.150515,hard,0.2565789473684211,0.2565789473684211,0,900
1.389339,70,1953.804742,hard,0.45903890160183064,1.4590389016018306,1,697
0.233136,74,1980.213516,hard,0.30663615560640733,0.30663615560640733,0,735
0.07441,72,2005.024945,hard,0.14610983981693365,0.14610983981693365,0,717
0.245402,69,2030.291606,hard,0.31430205949656753,0.31430205949656753,0,689
0.296706,72,2070.735335,hard,0.36790617848970253,0.36790617848970253,0,712
0.31024,75,2095.479232,hard,0.38483981693363845,0.38483981693363845,0,746
0.211451,71,2119.455871,hard,0.28215102974828377,0.28215102974828377,0,707
0.12134,77,2144.509641,hard,0.1975400457665904,0.1975400457665904,0,762
0.095911,76,2170.843883,hard,0.1719107551487414,0.1719107551487414,0,760
0.143432,73,2196.086024,hard,0.21573226544622426,0.21573226544622426,0,723
0.179395,79,2223.933119,hard,0.25829519450800914,0.25829519450800914,0,789
0.359897,88,2258.543546,hard,0.44719679633867276,0.44719679633867276,0,873
0.346361,70,2284.304438,hard,0.41596109839816936,0.41596109839816936,0,696
0.144541,79,2311.985233,hard,0.22294050343249427,0.22294050343249427,0,784
0.262472,76,2339.300219,hard,0.33787185354691074,0.33787185354691074,0,754
0.407456,79,2366.705925,hard,0.48615560640732264,0.48615560640732264,0,787
0.137658,76,2391.72999,hard,0.21355835240274598,0.21355835240274598,0,759
0.154794,78,2436.900338,hard,0.23249427917620138,0.23249427917620138,0,777
0.185171,78,2464.878334,hard,0.2624713958810069,0.2624713958810069,0,773
0.224108,70,2489.270308,hard,0.2941075514874142,0.2941075514874142,0,700
0.034932,69,2513.19119,hard,0.1034324942791762,0.1034324942791762,0,685
0.160534,70,2537.749157,hard,0.22963386727688787,0.22963386727688787,0,691
0.061879,71,2562.990998,hard,0.13197940503432495,0.13197940503432495,0,701
0.199785,75,2589.683884,hard,0.27408466819221966,0.27408466819221966,0,743
0.243185,69,2614.163682,hard,0.3121853546910755,0.3121853546910755,0,690
0.318238,90,2656.083741,hard,0.4082379862700229,0.4082379862700229,0,900
0.290378,90,2686.381861,hard,0.3803775743707094,0.3803775743707094,0,900
0.239608,80,2712.548694,hard,0.31950800915331806,0.31950800915331806,0,799
0.2155,73,2738.9343,hard,0.28770022883295193,0.28770022883295193,0,722
0.279659,73,2763.910964,hard,0.35205949656750574,0.35205949656750574,0,724
0.244006,87,2795.654439,hard,0.3302059496567506,0.3302059496567506,0,862
0.252717,75,2824.98951,hard,0.327116704805492,0.327116704805492,0,744
0.333148,72,2849.170035,hard,0.4043478260869565,0.4043478260869565,0,712
0.266246,87,2880.410726,hard,0.35274599542334095,0.35274599542334095,0,865
0.120708,74,2906.358535,hard,0.1945080091533181,0.1945080091533181,0,738
0.279641,82,2936.182043,hard,0.3610411899313501,0.3610411899313501,0,814
0.070858,68,2960.406898,hard,0.138558352402746,0.138558352402746,0,677
0.101882,83,2994.597652,hard,0.18438215102974828,0.18438215102974828,0,825
