#{"t_start": 1779124162.6656113, "env_id": "None"}
r,l,t,profile,damage_pct,score,stars,ticks_elapsed,spell_casts,rage_casts,freeze_casts,useful_rage_casts,useful_freeze_casts,wasted_spell_casts,wasted_rage_casts,wasted_freeze_casts,spells_remaining,rage_bonus_damage_pct,rage_bonus_defense_damage_pct,rage_bonus_townhall_damage_pct,defense_damage_pct,townhall_damage_pct,defenses_destroyed,townhall_destroyed,frozen_threat_ticks,frozen_threat_damage_pct,spell_shaping_reward_total,objective_shaping_reward_total,rage_effect_reward_total,freeze_effect_reward_total,defense_damage_reward_total,townhall_damage_reward_total,defense_destroy_reward_total,townhall_destroy_reward_total,wasted_spell_penalty_total,unused_spell_penalty_total
4.310355,54,19.999462,medium,1.0,4.0,3,540,4,2,2,2,2,0,0,0,0,0.049228971962615234,0.0,0.19249999999999398,1.0,0.9999999999999978,5,True,48,0.0375,0.06935514018691534,0.29499999999999976,0.01723014018691533,0.05212500000000001,0.11999999999999998,0.09999999999999978,0.025,0.05,0.0,0.0
3.139736,65,38.379148,medium,0.8591121495327103,2.8591121495327103,2,643,4,2,2,2,2,0,0,0,0,0.025186915887849992,0.0,0.0,0.5925675675675676,1.0,3,True,81,0.09575892857142858,0.1088154205607475,0.23610810810810812,0.008815420560747496,0.1,0.07110810810810811,0.1,0.015,0.05,0.0,0.0
4.266819,62,56.425366,medium,1.0,4.0,3,615,4,2,2,2,2,0,0,0,0,0.006869158878504735,0.019864864864865044,0.0,0.999999999999999,1.0,5,True,25,0.024553571428571428,0.03331938417890523,0.2949999999999999,0.002404205607476657,0.030915178571428573,0.11999999999999987,0.1,0.025,0.05,0.0,0.0
4.307669,84,80.69926,medium,1.0,4.0,3,832,4,2,2,2,2,0,0,0,0,0.05380841121495194,0.0,0.23029999999999431,1.0,0.9999999999999961,5,True,48,0.07071428571428572,0.09586865821094748,0.2949999999999996,0.01883294392523318,0.07703571428571429,0.11999999999999998,0.09999999999999962,0.025,0.05,0.0,0.0
0.599948,62,99.129264,medium,0.4780373831775701,0.4780373831775701,0,617,4,2,2,2,2,0,0,0,0,0.014330218068535823,0.041441441441441434,0.0,0.5716216216216198,0.0,2,False,96,0.10821428571428572,0.10501557632398754,0.07859459459459435,0.005015576323987537,0.1,0.06859459459459435,0.0,0.01,0.0,0.0,0.0
4.273939,70,120.238567,medium,1.0,4.0,3,692,4,2,2,2,2,0,0,0,0,0.035077881619937634,0.033333333333333326,0.0,0.9999999999999983,1.0,5,True,29,0.02848214285714286,0.04813886570983531,0.2949999999999998,0.01227725856697817,0.03586160714285714,0.11999999999999983,0.1,0.025,0.05,0.0,0.0
3.090045,76,143.193082,medium,0.8411214953271028,2.8411214953271027,2,752,4,2,2,2,2,0,0,0,0,0.0,0.0,0.0,0.5405405405405406,1.0,3,True,72,0.07767857142857143,0.09425892857142858,0.22986486486486485,0.0,0.09425892857142858,0.06486486486486485,0.1,0.015,0.05,0.0,0.0
3.129079,82,172.165853,medium,0.9151869158878505,2.9151869158878503,2,815,4,2,2,2,2,0,0,0,0,0.005887850467289466,0.0,0.0,0.7547297297297297,1.0,3,True,32,0.029017857142857144,0.03982414052069417,0.2555675675675676,0.0020607476635513128,0.037763392857142856,0.09056756756756758,0.1,0.015,0.05,0.0,0.0
4.318195,57,188.998483,medium,1.0,4.0,3,564,4,2,2,2,2,0,0,0,0,0.046775700934578036,0.0,0.200199999999994,1.0,0.9999999999999976,5,True,41,0.05696428571428572,0.07959470961281659,0.29499999999999976,0.01637149532710231,0.06322321428571429,0.11999999999999998,0.09999999999999977,0.025,0.05,0.0,0.0
3.047304,65,207.985101,medium,0.8518691588785047,2.851869158878505,2,641,4,2,2,2,2,0,0,0,0,0.024205607476635457,0.0,0.0,0.5716216216216217,1.0,2,True,14,0.020625,0.030940712616822408,0.22859459459459458,0.008471962616822409,0.02246875,0.06859459459459459,0.1,0.01,0.05,0.0,0.0
