#{"t_start": 1779124162.5219402, "env_id": "None"}
r,l,t,profile,damage_pct,score,stars,ticks_elapsed,spell_casts,rage_casts,freeze_casts,useful_rage_casts,useful_freeze_casts,wasted_spell_casts,wasted_rage_casts,wasted_freeze_casts,spells_remaining,rage_bonus_damage_pct,rage_bonus_defense_damage_pct,rage_bonus_townhall_damage_pct,defense_damage_pct,townhall_damage_pct,defenses_destroyed,townhall_destroyed,frozen_threat_ticks,frozen_threat_damage_pct,spell_shaping_reward_total,objective_shaping_reward_total,rage_effect_reward_total,freeze_effect_reward_total,defense_damage_reward_total,townhall_damage_reward_total,defense_destroy_reward_total,townhall_destroy_reward_total,wasted_spell_penalty_total,unused_spell_penalty_total
0.257477,59,21.234751,hard,0.25125858123569794,0.25125858123569794,0,590,4,2,2,2,2,0,0,0,0,0.006006864988558403,0.0,0.0,0.13392857142857142,0.0,1,False,34,0.03339285714285714,0.0441470456031383,0.02107142857142857,0.0021024027459954414,0.04204464285714286,0.01607142857142857,0.0,0.005,0.0,0.0,0.0
0.251866,56,37.476441,hard,0.15640732265446225,0.15640732265446225,0,558,4,2,2,2,2,0,0,0,0,0.0,0.0,0.0,0.3438186813186813,0.0,2,False,79,0.08524553571428571,0.1,0.05125824175824175,0.0,0.1,0.04125824175824175,0.0,0.01,0.0,0.0,0.0
0.275049,57,54.062901,hard,0.2845537757437071,0.2845537757437071,0,567,4,2,2,2,2,0,0,0,0,0.0,0.0,0.0,0.18873626373626373,0.0,1,False,18,0.0140625,0.019546875000000002,0.02764835164835165,0.0,0.019546875000000002,0.02264835164835165,0.0,0.005,0.0,0.0,0.0
0.583998,69,74.017909,hard,0.44570938215102973,0.44570938215102973,0,681,4,2,2,2,2,0,0,0,0,0.023684210526315835,0.0,0.0,0.43434065934065935,0.343,3,False,68,0.08357142857142857,0.10496804511278196,0.10142087912087913,0.008289473684210541,0.09667857142857142,0.052120879120879135,0.0343,0.015,0.0,0.0,0.0
0.415682,64,92.703758,hard,0.35949656750572084,0.35949656750572084,0,633,4,2,2,2,2,0,0,0,0,0.01681922196796338,0.0,0.0,0.3686813186813187,0.0,2,False,48,0.047142857142857146,0.06524387054593003,0.05424175824175823,0.005886727688787181,0.05935714285714286,0.04424175824175823,0.0,0.01,0.0,0.0,0.0
0.31657,60,110.512054,hard,0.2402745995423341,0.2402745995423341,0,595,4,2,2,2,2,0,0,0,0,0.0031235697940503676,0.007500000000000059,0.0,0.3296703296703293,0.0,3,False,59,0.06752232142857142,0.0812349904993462,0.05456043956043952,0.0010932494279176288,0.08014174107142857,0.039560439560439524,0.0,0.015,0.0,0.0,0.0
0.339484,55,127.378333,hard,0.29168192219679634,0.29168192219679634,0,548,4,2,2,2,2,0,0,0,0,0.0031235697940503776,0.007500000000000082,0.0,0.20585164835164801,0.0,1,False,58,0.05707589285714286,0.07290016907077478,0.029702197802197766,0.001093249427917632,0.07180691964285714,0.024702197802197765,0.0,0.005,0.0,0.0,0.0
0.380077,74,149.399,hard,0.31069794050343247,0.31069794050343247,0,740,4,2,2,2,2,0,0,0,0,0.011773455377574205,0.0,0.0,0.2438186813186813,0.0,2,False,82,0.10419642857142856,0.10412070938215098,0.03925824175824175,0.004120709382150972,0.1,0.029258241758241755,0.0,0.01,0.0,0.0,0.0
0.316259,60,171.977768,hard,0.2691590389016016,0.2691590389016016,0,596,4,2,2,2,2,0,0,0,0,0.0046853546910753125,0.0,0.0,0.2975274725274725,0.0,2,False,48,0.047142857142857146,0.060997016999019216,0.04570329670329672,0.0016398741418763593,0.05935714285714286,0.035703296703296715,0.0,0.01,0.0,0.0,0.0
0.263329,58,189.142277,hard,0.25157894736842107,0.25157894736842107,0,578,4,2,2,2,2,0,0,0,0,0.005526315789473745,0.0,0.0,0.17142857142857143,0.0,1,False,34,0.03339285714285714,0.043978853383458666,0.025571428571428575,0.0019342105263158106,0.04204464285714286,0.020571428571428574,0.0,0.005,0.0,0.0,0.0
