#{"t_start": 1779124162.6606247, "env_id": "None"}
r,l,t,profile,damage_pct,score,stars,ticks_elapsed,spell_casts,rage_casts,freeze_casts,useful_rage_casts,useful_freeze_casts,wasted_spell_casts,wasted_rage_casts,wasted_freeze_casts,spells_remaining,rage_bonus_damage_pct,rage_bonus_defense_damage_pct,rage_bonus_townhall_damage_pct,defense_damage_pct,townhall_damage_pct,defenses_destroyed,townhall_destroyed,frozen_threat_ticks,frozen_threat_damage_pct,spell_shaping_reward_total,objective_shaping_reward_total,rage_effect_reward_total,freeze_effect_reward_total,defense_damage_reward_total,townhall_damage_reward_total,defense_destroy_reward_total,townhall_destroy_reward_total,wasted_spell_penalty_total,unused_spell_penalty_total
1.73471,58,20.823249,hard,0.49504004576659044,1.4950400457665904,1,575,4,2,2,2,2,0,0,0,0,0.005165903890160238,0.012403846153846286,0.0,0.2946840659340654,1.0,2,True,87,0.09772321428571429,0.1018080663615561,0.19536208791208787,0.0018080663615560833,0.1,0.03536208791208785,0.1,0.01,0.05,0.0,0.0
0.499423,57,37.338447,hard,0.38605835240274594,0.38605835240274594,0,566,4,2,2,2,2,0,0,0,0,0.0087700228832952,0.021057692307692322,0.0,0.43245879120879027,0.0,3,False,96,0.10821428571428572,0.10306950800915332,0.06689505494505485,0.00306950800915332,0.1,0.05189505494505484,0.0,0.015,0.0,0.0,0.0
0.256535,56,53.644102,hard,0.1931578947368422,0.1931578947368422,0,551,4,2,2,2,2,0,0,0,0,0.0052860411899314065,0.012692307692307827,0.0,0.21653846153846099,0.0,0,False,72,0.07285714285714286,0.09249297155933313,0.025984615384615318,0.001850114416475992,0.09064285714285714,0.025984615384615318,0.0,0.0,0.0,0.0,0.0
0.509731,60,71.049283,hard,0.4258638443935924,0.4258638443935924,0,598,4,2,2,2,2,0,0,0,0,0.014296338672768657,0.0,0.035699999999998455,0.4614010989010989,0.16169999999999846,3,False,48,0.0375,0.05712871853546904,0.08653813186813172,0.00500371853546903,0.05212500000000001,0.05536813186813187,0.016169999999999848,0.015,0.0,0.0,0.0
0.416556,62,89.079424,hard,0.3397883295194506,0.3397883295194506,0,613,4,2,2,2,2,0,0,0,0,0.01705949656750551,0.0020192307692307914,0.0,0.36043956043956044,0.0,3,False,68,0.053125,0.07981457379862694,0.058252747252747254,0.0059708237986269294,0.07384375000000001,0.043252747252747255,0.0,0.015,0.0,0.0,0.0
1.599857,59,106.665036,hard,0.39525171624713956,1.3952517162471396,1,590,4,2,2,2,2,0,0,0,0,0.0037242562929061768,0.0,0.02169999999999999,0.2896978021978022,0.9999999999999991,1,True,53,0.06138392857142857,0.0738414361310886,0.18976373626373616,0.0013034897025171618,0.07253794642857143,0.03476373626373626,0.09999999999999992,0.005,0.05,0.0,0.0
1.636094,57,123.922796,hard,0.44626430205949663,1.4462643020594967,1,561,4,2,2,2,2,0,0,0,0,0.016287185354691106,0.0,0.09000000000000005,0.2342032967032967,0.9999999999999961,2,True,48,0.0375,0.05782551487414189,0.18810439560439524,0.005700514874141886,0.052125000000000005,0.028104395604395607,0.09999999999999962,0.01,0.05,0.0,0.0
0.236622,58,141.448364,hard,0.2200228832951945,0.2200228832951945,0,571,4,2,2,2,2,0,0,0,0,0.0,0.0,0.0,0.1743131868131868,0.0,1,False,44,0.034375,0.04778125000000001,0.025917582417582418,0.0,0.04778125000000001,0.020917582417582417,0.0,0.005,0.0,0.0,0.0
0.436977,62,164.573621,hard,0.40543478260869564,0.40543478260869564,0,615,4,2,2,2,2,0,0,0,0,0.02700228832951954,0.02431318681318681,0.0,0.46456043956043835,0.035,4,False,4,0.003125,0.013794550915331837,0.07924725274725261,0.009450800915331837,0.00434375,0.055747252747252604,0.0035,0.02,0.0,0.0,0.0
0.386819,55,180.749433,hard,0.32355835240274605,0.32355835240274605,0,549,4,2,2,2,2,0,0,0,0,0.009370709382151116,0.0014423076923077084,0.0,0.30570054945054936,0.0,2,False,48,0.05892857142857143,0.07147617685518147,0.04668406593406593,0.0032797482837528904,0.06819642857142857,0.03668406593406593,0.0,0.01,0.0,0.0,0.0
0.547926,65,199.716168,hard,0.4889702517162472,0.4889702517162472,0,646,4,2,2,2,2,0,0,0,0,0.008649885583524114,0.0,0.0,0.43956043956043955,0.0,4,False,44,0.034375,0.05080870995423345,0.07274725274725276,0.00302745995423344,0.04778125000000001,0.052747252747252754,0.0,0.02,0.0,0.0,0.0
0.213161,58,217.200055,hard,0.19994279176201374,0.19994279176201374,0,574,4,2,2,2,2,0,0,0,0,0.002162471395881004,0.005192307692307686,0.0,0.2328296703296701,0.0,1,False,34,0.0265625,0.03767873998855835,0.03293956043956041,0.0007568649885583514,0.036921875,0.02793956043956041,0.0,0.005,0.0,0.0,0.0
0.372424,73,239.281152,hard,0.3712242562929062,0.3712242562929062,0,728,4,2,2,2,2,0,0,0,0,0.007688787185354731,0.018461538461538557,0.0,0.3968406593406585,0.0,3,False,8,0.00625,0.011378575514874156,0.062620879120879,0.0026910755148741557,0.0086875,0.047620879120879006,0.0,0.015,0.0,0.0,0.0
0.257251,55,255.715907,hard,0.2309153318077804,0.2309153318077804,0,543,4,2,2,2,2,0,0,0,0,0.005286041189931408,0.012692307692307832,0.0,0.30719780219780163,0.0,1,False,34,0.0265625,0.03877198941647599,0.04186373626373619,0.0018501144164759927,0.036921875,0.036863736263736194,0.0,0.005,0.0,0.0,0.0
0.316634,70,277.173987,hard,0.28135011441647595,0.28135011441647595,0,693,4,2,2,2,2,0,0,0,0,0.008649885583523654,0.0,0.0,0.28406593406593406,0.35,2,False,14,0.020625,0.025496209954233278,0.07908791208791208,0.003027459954233279,0.02246875,0.034087912087912085,0.034999999999999996,0.01,0.0,0.0,0.0
0.549759,68,298.480383,hard,0.4751716247139588,0.4751716247139588,0,671,4,2,2,2,2,0,0,0,0,0.024988558352402615,0.01817307692307702,0.0,0.60989010989011,0.018666666666666668,5,False,26,0.02651785714285714,0.04163438828048377,0.10005347985347987,0.008745995423340914,0.03288839285714286,0.07318681318681321,0.0018666666666666669,0.025,0.0,0.0,0.0
0.33298,55,319.687213,hard,0.24016590389016032,0.24016590389016032,0,547,4,2,2,2,2,0,0,0,0,0.008529748283752948,0.02048076923076944,0.0,0.3294093406593398,0.0,1,False,96,0.09160714285714286,0.10298541189931354,0.04452912087912077,0.002985411899313531,0.1,0.03952912087912077,0.0,0.005,0.0,0.0,0.0
0.439071,58,337.330025,hard,0.3732437070938216,0.3732437070938216,0,577,4,2,2,2,2,0,0,0,0,0.0027631578947368723,0.0066346153846154575,0.0,0.40168956043956017,0.0,3,False,48,0.047142857142857146,0.060324248120300766,0.06320274725274722,0.0009671052631579053,0.05935714285714286,0.048202747252747216,0.0,0.015,0.0,0.0,0.0
0.44557,60,355.293637,hard,0.3487242562929062,0.3487242562929062,0,598,4,2,2,2,2,0,0,0,0,0.015737986270023,0.004903846153846208,0.0,0.34281593406593386,0.0,2,False,82,0.08066964285714286,0.10550829519450805,0.05113791208791208,0.005508295194508048,0.1,0.04113791208791208,0.0,0.01,0.0,0.0,0.0
0.483827,63,374.174197,hard,0.3897025171624714,0.3897025171624714,0,621,4,2,2,2,2,0,0,0,0,0.0,0.0,0.0,0.4412087912087912,0.0,3,False,66,0.07370535714285714,0.08827901785714286,0.06794505494505494,0.0,0.08827901785714286,0.05294505494505494,0.0,0.015,0.0,0.0,0.0
0.171973,60,392.929214,hard,0.1591533180778032,0.1591533180778032,0,598,4,2,2,2,2,0,0,0,0,0.0,0.0,0.0,0.12912087912087913,0.0,1,False,48,0.0375,0.05212500000000001,0.020494505494505492,0.0,0.05212500000000001,0.015494505494505493,0.0,0.005,0.0,0.0,0.0
0.38314,58,411.198089,hard,0.2986842105263158,0.2986842105263158,0,571,4,2,2,2,2,0,0,0,0,0.013815789473684304,0.0,0.0,0.22266483516483518,0.0,2,False,144,0.1457142857142857,0.10483552631578952,0.03671978021978022,0.004835526315789506,0.1,0.02671978021978022,0.0,0.01,0.0,0.0,0.0
0.496948,62,430.486179,hard,0.38665903890160136,0.38665903890160136,0,612,4,2,2,2,2,0,0,0,0,0.012133867276887462,0.006634615384615374,0.054599999999997643,0.4999999999999997,0.2785999999999976,4,False,37,0.05450892857142857,0.06362854997548205,0.10785999999999975,0.004246853546910611,0.05938169642857143,0.05999999999999998,0.027859999999999767,0.02,0.0,0.0,0.0
0.459918,59,449.137652,hard,0.37202517162471394,0.37202517162471394,0,587,4,2,2,2,2,0,0,0,0,0.008890160183066412,0.02134615384615397,0.0,0.3987637362637352,0.0,3,False,58,0.06883928571428571,0.08374102034978753,0.06285164835164822,0.0031115560640732442,0.08062946428571428,0.04785164835164822,0.0,0.015,0.0,0.0,0.0
0.361142,60,467.446533,hard,0.2799485125858124,0.2799485125858124,0,599,4,2,2,2,2,0,0,0,0,0.0054061784897025626,0.01298076923076934,0.0,0.4249313186813181,0.0,2,False,62,0.06294642857142857,0.08010198389996734,0.060991758241758176,0.001892162471395897,0.07820982142857144,0.050991758241758174,0.0,0.01,0.0,0.0,0.0
0.208051,55,488.619239,hard,0.1662471395881007,0.1662471395881007,0,547,4,2,2,2,2,0,0,0,0,0.002042334096109837,0.0049038461538461475,0.0,0.21840659340659319,0.0,1,False,48,0.05410714285714286,0.06529517407649557,0.03120879120879119,0.000714816933638443,0.06458035714285713,0.026208791208791188,0.0,0.005,0.0,0.0,0.0
0.375092,61,507.250972,hard,0.32265446224256294,0.32265446224256294,0,602,4,2,2,2,2,0,0,0,0,0.0,0.0,0.0,0.2802197802197802,0.0,2,False,43,0.06334821428571429,0.06901116071428572,0.04362637362637363,0.0,0.06901116071428572,0.03362637362637363,0.0,0.01,0.0,0.0,0.0
0.265492,56,524.654892,hard,0.20921052631578949,0.20921052631578949,0,556,4,2,2,2,2,0,0,0,0,0.0,0.0,0.0,0.30425824175824173,0.0,2,False,54,0.05116071428571429,0.06537053571428572,0.04651098901098902,0.0,0.06537053571428572,0.036510989010989016,0.0,0.01,0.0,0.0,0.0
0.331731,56,541.561194,hard,0.26933638443935926,0.26933638443935926,0,560,4,2,2,2,2,0,0,0,0,0.0,0.0,0.0,0.15219780219780218,0.0,1,False,79,0.07417410714285715,0.09513058035714286,0.023263736263736266,0.0,0.09513058035714286,0.018263736263736265,0.0,0.005,0.0,0.0,0.0
1.64535,63,560.910532,hard,0.5322025171624708,1.532202517162471,1,628,4,2,2,2,2,0,0,0,0,0.014296338672768262,0.0,0.055299999999997615,0.5057692307692307,0.4449666666666643,4,False,37,0.03633928571428571,0.050758182821183176,0.1251889743589741,0.0050037185354688905,0.04575446428571429,0.0606923076923077,0.04449666666666643,0.02,0.0,0.0,0.0
0.293069,64,580.679536,hard,0.21802059496567505,0.21802059496567505,0,631,4,2,2,2,2,0,0,0,0,0.0,0.0,0.0,0.27623626373626375,0.0,1,False,82,0.09241071428571429,0.1,0.03814835164835165,0.0,0.1,0.03314835164835165,0.0,0.005,0.0,0.0,0.0
0.316008,59,598.805222,hard,0.3291189931350114,0.3291189931350114,0,586,4,2,2,2,2,0,0,0,0,0.0,0.0,0.0,0.29574175824175825,0.0,2,False,0,0.0,0.0,0.045489010989010994,0.0,0.0,0.03548901098901099,0.0,0.01,0.0,0.0,0.0
0.197487,57,616.364501,hard,0.16075514874141877,0.16075514874141877,0,563,4,2,2,2,2,0,0,0,0,0.0,0.0,0.0,0.13873626373626374,0.0,1,False,60,0.05517857142857143,0.07138392857142858,0.021648351648351653,0.0,0.07138392857142858,0.016648351648351652,0.0,0.005,0.0,0.0,0.0
