#{"t_start": 1778888881.586067, "env_id": "None"}
r,l,t,damage_pct,score,stars,ticks_elapsed
3.9516,49,14.742646,1.0,4.0,3,484
3.9396,61,32.253023,1.0,4.0,3,604
2.708427,64,53.38535,0.7719269102990033,2.7719269102990034,2,635
2.483006,56,73.016435,0.5382059800664452,2.5382059800664454,2,552
3.9465,54,91.325791,1.0,4.0,3,535
2.876671,72,115.418705,0.9486710963455149,2.9486710963455147,2,720
2.73879,60,134.231511,0.7980897009966778,2.7980897009966776,2,593
2.6579,72,156.85572,0.7299003322259137,2.7299003322259137,2,720
2.665105,59,180.566407,0.7235049833887043,2.7235049833887044,2,584
3.9396,61,199.75954,1.0,4.0,3,604
2.727694,64,219.335179,0.7916943521594685,2.7916943521594684,2,640
3.9491,51,235.526592,1.0,4.0,3,509
2.741924,56,255.430603,0.7979235880398671,2.797923588039867,2,560
2.459901,60,276.271056,0.5196013289036545,2.5196013289036543,2,597
3.9424,58,295.127107,1.0,4.0,3,576
3.9446,56,313.73472,1.0,4.0,3,554
3.9508,50,330.097036,1.0,4.0,3,492
3.938,62,355.140813,1.0,4.0,3,620
3.9377,63,374.501367,1.0,4.0,3,623
2.705394,62,394.063321,0.7666943521594685,2.7666943521594685,2,613
2.831657,67,414.621704,0.8977574750830565,2.8977574750830564,2,661
2.742887,66,435.954466,0.8088870431893688,2.808887043189369,2,660
2.517274,56,453.486496,0.5726744186046512,2.572674418604651,2,554
3.9334,67,475.543301,1.0,4.0,3,666
2.687208,61,494.623042,0.7475083056478405,2.7475083056478407,2,603
3.9496,51,516.743942,1.0,4.0,3,504
2.637238,67,538.322243,0.7037375415282392,2.7037375415282394,2,665
2.658676,64,558.183518,0.7221760797342193,2.7221760797342194,2,635
3.9472,53,575.62173,1.0,4.0,3,528
2.762136,72,598.145848,0.8341362126245847,2.8341362126245846,2,720
2.780557,58,616.972366,0.8379568106312293,2.8379568106312294,2,574
3.9492,51,632.821656,1.0,4.0,3,508
2.526256,72,657.872876,0.5982558139534884,2.5982558139534886,2,720
3.9412,59,683.89011,1.0,4.0,3,588
2.727086,72,707.277129,0.7990863787375415,2.7990863787375417,2,720
2.658782,57,726.398782,0.7152823920265781,2.715282392026578,2,565
2.506396,60,746.350487,0.5661960132890366,2.5661960132890367,2,598
2.586122,58,765.017503,0.6435215946843854,2.6435215946843855,2,574
2.915625,72,788.863045,0.987624584717608,2.987624584717608,2,720
2.512591,60,809.109483,0.5725913621262458,2.572591362126246,2,600
2.615803,54,826.263115,0.6691029900332226,2.6691029900332226,2,533
3.9456,55,843.689149,1.0,4.0,3,544
3.9451,55,866.770169,1.0,4.0,3,549
2.876007,72,891.683485,0.9480066445182724,2.9480066445182724,2,720
3.9523,48,907.048744,1.0,4.0,3,477
2.709478,72,930.365643,0.7814784053156146,2.7814784053156147,2,720
2.631104,58,949.464415,0.6887043189368771,2.6887043189368773,2,576
2.750508,72,972.778588,0.8225083056478405,2.8225083056478404,2,720
2.926989,62,994.315592,0.9882890365448505,2.9882890365448507,2,613
2.803415,72,1017.505584,0.8754152823920266,2.8754152823920265,2,720
3.9418,59,1043.372563,1.0,4.0,3,582
2.850776,67,1066.535504,0.9172757475083056,2.9172757475083055,2,665
1.396441,57,1086.909948,0.45274086378737544,1.4527408637873753,1,563
2.835718,59,1107.188615,0.8945182724252492,2.894518272425249,2,588
3.939,61,1129.065586,1.0,4.0,3,610
3.9412,59,1149.153811,1.0,4.0,3,588
2.714213,72,1173.014974,0.7862126245847176,2.7862126245847176,2,720
2.716316,64,1195.451611,0.7803156146179402,2.7803156146179404,2,640
2.75585,64,1222.244716,0.8198504983388705,2.8198504983388704,2,640
2.852854,66,1246.37441,0.9188538205980067,2.918853820598007,2,660
3.941717,59,1265.785308,0.9999169435215947,3.999916943521595,3,582
2.665639,58,1286.327677,0.7233388704318937,2.7233388704318937,2,577
2.87094,72,1309.40448,0.9429401993355482,2.942940199335548,2,720
2.625706,58,1329.22642,0.6833056478405316,2.6833056478405317,2,576
3.9508,50,1346.356381,1.0,4.0,3,492
2.682078,70,1370.785919,0.751578073089701,2.751578073089701,2,695
2.637081,54,1393.076155,0.69078073089701,2.6907807308970098,2,537
2.805281,66,1416.535439,0.8706810631229236,2.8706810631229236,2,654
2.862398,59,1438.425886,0.9205980066445183,2.9205980066445183,2,582
2.825591,72,1462.910004,0.8975913621262458,2.8975913621262457,2,720
2.855076,72,1486.953823,0.9270764119601329,2.927076411960133,2,720
3.9368,64,1508.92961,1.0,4.0,3,632
3.9394,61,1529.144671,1.0,4.0,3,606
2.505173,53,1548.471215,0.5579734219269104,2.5579734219269104,2,528
2.552585,72,1576.826729,0.6245847176079734,2.6245847176079735,2,720
2.760392,72,1601.423495,0.8323920265780731,2.832392026578073,2,720
2.862155,72,1627.469589,0.9335548172757475,2.9335548172757475,2,714
3.9433,57,1647.870187,1.0,4.0,3,567
2.753046,69,1670.874623,0.8213455149501662,2.821345514950166,2,683
3.9401,60,1691.695225,1.0,4.0,3,599
2.821358,67,1714.140702,0.8874584717607974,2.887458471760797,2,661
2.658955,55,1731.675419,0.7134551495016611,2.713455149501661,2,545
3.9381,62,1758.746026,1.0,4.0,3,619
2.657492,55,1778.425618,0.7122923588039867,2.7122923588039867,2,548
2.660641,72,1801.546084,0.732641196013289,2.7326411960132893,2,720
2.786887,72,1825.827805,0.8588870431893688,2.8588870431893687,2,720
2.58517,54,1845.450225,0.6388704318936878,2.6388704318936878,2,537
2.664659,58,1863.866011,0.7222591362126246,2.7222591362126245,2,576
2.647416,58,1882.512496,0.7053156146179402,2.7053156146179402,2,579
2.805575,72,1905.336864,0.8775747508305648,2.877574750830565,2,720
3.957,43,1920.888968,1.0,4.0,3,430
3.9438,57,1947.016296,1.0,4.0,3,562
2.478611,54,1964.231967,0.5318106312292359,2.531810631229236,2,532
3.9303,70,1987.356318,1.0,4.0,3,697
3.9402,60,2007.060924,1.0,4.0,3,598
2.813519,66,2028.802578,0.8793189368770764,2.8793189368770764,2,658
2.818449,72,2053.140848,0.8904485049833887,2.8904485049833886,2,720
3.943,57,2072.509841,1.0,4.0,3,570
2.813669,61,2091.044198,0.8741694352159468,2.874169435215947,2,605
3.9536,47,2111.713677,1.0,4.0,3,464
2.756439,62,2133.280275,0.8184385382059801,2.8184385382059802,2,620
3.9565,44,2148.494395,1.0,4.0,3,435
3.9458,55,2166.801442,1.0,4.0,3,542
2.618329,54,2184.329679,0.6714285714285714,2.6714285714285713,2,531
3.9495,51,2202.22562,1.0,4.0,3,505
3.9363,64,2224.561287,1.0,4.0,3,637
3.9516,49,2242.545957,1.0,4.0,3,484
2.879637,65,2262.845334,0.9439368770764119,2.943936877076412,2,643
2.695136,64,2291.391478,0.7591362126245847,2.759136212624585,2,640
2.592622,56,2309.835494,0.648421926910299,2.648421926910299,2,558
2.658979,63,2331.120181,0.7211794019933555,2.7211794019933553,2,622
2.676505,72,2355.400803,0.7485049833887043,2.7485049833887043,2,720
2.927834,72,2380.209906,0.9998338870431893,2.9998338870431893,2,720
2.612002,63,2401.247422,0.6745016611295681,2.674501661129568,2,625
2.755424,68,2421.93496,0.8229235880398671,2.822923588039867,2,675
