#{"t_start": 1779123279.0771172, "env_id": "None"}
r,l,t,profile,damage_pct,score,stars,ticks_elapsed,spell_casts,rage_casts,freeze_casts,useful_rage_casts,useful_freeze_casts,wasted_spell_casts,wasted_rage_casts,wasted_freeze_casts,spells_remaining,rage_bonus_damage_pct,rage_bonus_defense_damage_pct,rage_bonus_townhall_damage_pct,defense_damage_pct,townhall_damage_pct,defenses_destroyed,townhall_destroyed,frozen_threat_ticks,frozen_threat_damage_pct,spell_shaping_reward_total,objective_shaping_reward_total,rage_effect_reward_total,freeze_effect_reward_total,defense_damage_reward_total,townhall_damage_reward_total,defense_destroy_reward_total,townhall_destroy_reward_total,wasted_spell_penalty_total,unused_spell_penalty_total
0.475745,59,8.642219,hard,0.3712242562929062,0.3712242562929062,0,581,4,2,2,2,2,0,0,0,0,0.0,0.0,0.0,0.3968406593406593,0.0,3,False,96,0.10821428571428572,0.1,0.0626208791208791,0.0,0.1,0.0476208791208791,0.0,0.015,0.0,0.0,0.0
0.333081,56,16.790821,hard,0.255720823798627,0.255720823798627,0,560,4,2,2,2,2,0,0,0,0,0.0,0.0,0.0,0.33612637362637365,0.0,2,False,65,0.06736607142857143,0.08302455357142856,0.050335164835164835,0.0,0.08302455357142856,0.04033516483516483,0.0,0.01,0.0,0.0,0.0
0.291298,62,25.55324,hard,0.2433066361556064,0.2433066361556064,0,618,4,2,2,2,2,0,0,0,0,0.0,0.0,0.0,0.3369505494505495,0.0,2,False,48,0.047142857142857146,0.05935714285714286,0.05043406593406593,0.0,0.05935714285714286,0.04043406593406593,0.0,0.01,0.0,0.0,0.0
1.591161,60,34.736413,hard,0.41418764302059496,1.414187643020595,1,599,4,2,2,2,2,0,0,0,0,0.016338672768878768,0.0028846153846154164,0.08820000000000022,0.23228021978021965,0.9999999999999961,2,True,35,0.034375,0.04899978546910757,0.18787362637362598,0.005718535469107569,0.04328125,0.02787362637362636,0.0999999999999996,0.01,0.05,0.0,0.0
0.300891,59,42.967609,hard,0.25247711670480544,0.25247711670480544,0,590,4,2,2,2,2,0,0,0,0,0.0015617848970251042,0.0,0.0,0.3427197802197802,0.0,2,False,48,0.04232142857142857,0.056287696142530215,0.05112637362637361,0.0005466247139587864,0.05574107142857143,0.04112637362637361,0.0,0.01,0.0,0.0,0.0
0.428611,64,52.21047,hard,0.3374713958810069,0.3374713958810069,0,632,4,2,2,2,2,0,0,0,0,0.015377574370709413,0.0,0.0,0.30714285714285716,0.021,2,False,91,0.10430803571428572,0.1053821510297483,0.04895714285714286,0.005382151029748293,0.1,0.03685714285714286,0.0021000000000000003,0.01,0.0,0.0,0.0
0.607504,63,61.104172,hard,0.4217448512585804,0.4217448512585804,0,629,4,2,2,2,2,0,0,0,0,0.025228832951944332,0.017019230769230856,0.10569999999999544,0.4497252747252739,0.7660333333333288,3,False,72,0.07767857142857143,0.10308902010460907,0.14557036630036574,0.008830091533180515,0.09425892857142856,0.053967032967032855,0.07660333333333288,0.015,0.0,0.0,0.0
0.348287,59,69.316778,hard,0.30411899313501145,0.30411899313501145,0,586,4,2,2,2,2,0,0,0,0,0.0,0.0,0.0,0.24642857142857144,0.0,1,False,48,0.05892857142857143,0.06819642857142857,0.03457142857142858,0.0,0.06819642857142857,0.02957142857142858,0.0,0.005,0.0,0.0,0.0
0.368861,60,86.859439,hard,0.2954862700228833,0.2954862700228833,0,594,4,2,2,2,2,0,0,0,0,0.005646453089244906,0.011826923076923207,0.0,0.21498626373626323,0.0,1,False,96,0.11303571428571428,0.10197625858123573,0.030798351648351586,0.001976258581235717,0.1,0.025798351648351585,0.0,0.005,0.0,0.0,0.0
0.412332,62,95.892638,hard,0.30709382151029746,0.30709382151029746,0,612,4,2,2,2,2,0,0,0,0,0.0056636155606407355,0.0,0.0,0.4901098901098901,0.0,3,False,72,0.07285714285714286,0.0926251225890814,0.07381318681318683,0.0019822654462242576,0.09064285714285714,0.058813186813186834,0.0,0.015,0.0,0.0,0.0
1.631329,60,104.910568,hard,0.45337528604118993,1.45337528604119,1,598,4,2,2,2,2,0,0,0,0,0.007929061784897067,0.0,0.04620000000000025,0.14162087912087912,0.9999999999999978,1,True,58,0.0453125,0.06575954662471398,0.1719945054945053,0.0027751716247139736,0.06298437500000001,0.016994505494505492,0.0999999999999998,0.005,0.05,0.0,0.0
