#{"t_start": 1779077250.7951746, "env_id": "None"}
r,l,t,profile,damage_pct,score,stars,ticks_elapsed,spell_casts,rage_casts,freeze_casts,useful_rage_casts,useful_freeze_casts,wasted_spell_casts,wasted_rage_casts,wasted_freeze_casts,spells_remaining,rage_bonus_damage_pct,frozen_threat_ticks,spell_shaping_reward_total,rage_effect_reward_total,freeze_effect_reward_total,wasted_spell_penalty_total,unused_spell_penalty_total
0.167209,66,20.513014,hard,0.13162471395881012,0.13162471395881012,0,651,4,2,2,2,2,0,0,0,0,0.0045652173913043655,72,0.10068478260869566,0.0006847826086956549,0.1,0.0,0.0
0.18474,62,38.780316,hard,0.16882151029748282,0.16882151029748282,0,613,4,2,2,2,2,0,0,0,0,0.008123569794050342,38,0.07721853546910756,0.001218535469107551,0.07600000000000001,0.0,0.0
0.246227,58,55.635234,hard,0.23592677345537758,0.23592677345537758,0,577,4,2,2,2,2,0,0,0,0,0.0,34,0.068,0.0,0.068,0.0,0.0
0.210217,61,73.43643,hard,0.181636155606407,0.181636155606407,0,605,4,2,2,2,2,0,0,0,0,0.007208237986269712,44,0.08908123569794045,0.0010812356979404568,0.088,0.0,0.0
0.331686,57,89.864653,hard,0.28672768878718535,0.28672768878718535,0,567,4,2,2,2,2,0,0,0,0,0.0110526315789474,64,0.10165789473684211,0.00165789473684211,0.1,0.0,0.0
0.357688,75,111.419698,hard,0.3332036613272311,0.3332036613272311,0,742,4,2,2,2,2,0,0,0,0,0.004565217391304384,49,0.09868478260869566,0.0006847826086956575,0.098,0.0,0.0
0.419191,64,129.048188,hard,0.38323798627002287,0.38323798627002287,0,636,4,2,2,2,2,0,0,0,0,0.023684210526315835,48,0.09955263157894738,0.003552631578947375,0.096,0.0,0.0
0.160655,57,145.65316,hard,0.14868421052631578,0.14868421052631578,0,563,4,2,2,2,2,0,0,0,0,0.0018020594965675039,34,0.06827030892448513,0.0002703089244851256,0.068,0.0,0.0
0.314048,58,166.661854,hard,0.2745995423340961,0.2745995423340961,0,572,4,2,2,2,2,0,0,0,0,0.004324942791762019,48,0.09664874141876431,0.0006487414187643028,0.096,0.0,0.0
0.236796,56,182.648234,hard,0.19679633867276888,0.19679633867276888,0,560,4,2,2,2,2,0,0,0,0,0.0,48,0.096,0.0,0.096,0.0,0.0
0.249011,57,198.648208,hard,0.20592105263157895,0.20592105263157895,0,570,4,2,2,2,2,0,0,0,0,0.000600686498855842,71,0.10009010297482838,9.010297482837629e-05,0.1,0.0,0.0
0.290454,66,217.221122,hard,0.2762814645308924,0.2762814645308924,0,659,4,2,2,2,2,0,0,0,0,0.00048054919908464757,40,0.08007208237986271,7.208237986269713e-05,0.08000000000000002,0.0,0.0
0.240091,56,233.250058,hard,0.1945080091533181,0.1945080091533181,0,553,4,2,2,2,2,0,0,0,0,0.005886727688787208,55,0.10088300915331809,0.0008830091533180814,0.1,0.0,0.0
0.199078,77,255.058147,hard,0.21517162471395876,0.21517162471395876,0,764,4,2,2,2,2,0,0,0,0,0.015377574370709324,29,0.0603066361556064,0.002306636155606399,0.058,0.0,0.0
0.250187,62,272.813608,hard,0.2108695652173913,0.2108695652173913,0,618,4,2,2,2,2,0,0,0,0,0.007448512585812417,60,0.10111727688787187,0.0011172768878718626,0.1,0.0,0.0
0.248032,64,290.994936,hard,0.21533180778032038,0.21533180778032038,0,633,4,2,2,2,2,0,0,0,0,0.0,48,0.096,0.0,0.096,0.0,0.0
0.240652,61,313.240948,hard,0.23295194508009154,0.23295194508009154,0,603,4,2,2,2,2,0,0,0,0,0.0,34,0.068,0.0,0.068,0.0,0.0
0.369942,66,332.399863,hard,0.34914187643020594,0.34914187643020594,0,652,4,2,2,2,2,0,0,0,0,0.0,43,0.08600000000000001,0.0,0.08600000000000001,0.0,0.0
0.396501,70,352.580801,hard,0.39364988558352404,0.39364988558352404,0,696,4,2,2,2,2,0,0,0,0,0.016338672768878747,35,0.07245080091533182,0.002450800915331812,0.07,0.0,0.0
0.170714,64,371.082632,hard,0.13762585812356973,0.13762585812356973,0,632,4,2,2,2,2,0,0,0,0,0.0019221967963386484,48,0.0962883295194508,0.0002883295194507973,0.096,0.0,0.0
0.285816,57,387.841344,hard,0.24076659038901593,0.24076659038901593,0,565,4,2,2,2,2,0,0,0,0,0.010331807780320239,72,0.10154977116704804,0.001549771167048036,0.1,0.0,0.0
0.244421,68,408.196885,hard,0.23263729977116704,0.23263729977116704,0,671,4,2,2,2,2,0,0,0,0,0.019221967963386634,38,0.07888329519450801,0.0028832951945079953,0.07600000000000001,0.0,0.0
0.171675,56,424.545477,hard,0.22294050343249427,0.22294050343249427,0,555,4,2,2,2,2,0,0,0,0,0.0015617848970251704,2,0.004234267734553775,0.00023426773455377552,0.004,0.0,0.0
0.127593,59,441.868191,hard,0.08990274599542335,0.08990274599542335,0,584,4,2,2,2,2,0,0,0,0,0.0006006864988558355,48,0.09609010297482838,9.010297482837532e-05,0.096,0.0,0.0
0.438788,67,465.491101,hard,0.4010812356979406,0.4010812356979406,0,666,4,2,2,2,2,0,0,0,0,0.028712814645308737,68,0.10430692219679631,0.004306922196796311,0.1,0.0,0.0
0.170152,57,482.143593,hard,0.13058352402745999,0.13058352402745999,0,569,4,2,2,2,2,0,0,0,0,0.0031235697940503776,48,0.09646853546910755,0.0004685354691075566,0.096,0.0,0.0
