#{"t_start": 1779077250.7746458, "env_id": "None"}
r,l,t,profile,damage_pct,score,stars,ticks_elapsed,spell_casts,rage_casts,freeze_casts,useful_rage_casts,useful_freeze_casts,wasted_spell_casts,wasted_rage_casts,wasted_freeze_casts,spells_remaining,rage_bonus_damage_pct,frozen_threat_ticks,spell_shaping_reward_total,rage_effect_reward_total,freeze_effect_reward_total,wasted_spell_penalty_total,unused_spell_penalty_total
0.464346,66,20.535287,medium,0.4309968847352025,0.4309968847352025,0,653,4,2,2,2,2,0,0,0,0,0.01766355140186929,48,0.0986495327102804,0.0026495327102803935,0.096,0.0,0.0
2.845961,90,46.590078,medium,0.8367601246105919,2.836760124610592,2,900,4,2,2,2,2,0,0,0,0,0.021339563862928367,48,0.09920093457943925,0.0032009345794392547,0.096,0.0,0.0
0.289305,65,65.48076,medium,0.2649221183800621,0.2649221183800621,0,645,4,2,2,2,2,0,0,0,0,0.005887850467289466,44,0.08888317757009341,0.0008831775700934199,0.088,0.0,0.0
1.621371,76,87.960689,medium,0.5997741433021808,1.5997741433021808,1,759,4,2,2,2,2,0,0,0,0,0.009976635514018803,48,0.09749649532710282,0.0014964953271028203,0.096,0.0,0.0
0.257878,56,103.880224,medium,0.21299065420560742,0.21299065420560742,0,558,4,2,2,2,2,0,0,0,0,0.004579439252336419,72,0.10068691588785046,0.0006869158878504629,0.1,0.0,0.0
0.235668,61,120.759842,medium,0.22464953271028024,0.22464953271028024,0,606,4,2,2,2,2,0,0,0,0,0.010786604361370614,35,0.07161799065420558,0.0016179906542055924,0.06999999999999999,0.0,0.0
1.513479,63,138.854317,medium,0.5058411214953271,1.5058411214953271,1,623,4,2,2,2,2,0,0,0,0,0.012920560747663632,34,0.06993808411214955,0.0019380841121495447,0.068,0.0,0.0
1.514033,90,169.117273,medium,0.5338006230529595,1.5338006230529595,1,900,4,2,2,2,2,0,0,0,0,0.01488317757009356,34,0.07023247663551403,0.0022324766355140335,0.068,0.0,0.0
2.844777,82,192.388642,medium,0.8498442367601247,2.8498442367601244,2,813,4,2,2,2,2,0,0,0,0,0.01488317757009356,37,0.07623247663551404,0.002232476635514034,0.07400000000000001,0.0,0.0
0.386745,85,216.375004,medium,0.4035202492211838,0.4035202492211838,0,841,4,2,2,2,2,0,0,0,0,0.00883177570093466,33,0.0673247663551402,0.0013247663551401987,0.066,0.0,0.0
0.395673,77,238.371622,medium,0.45350467289719626,0.45350467289719626,0,768,4,2,2,2,2,0,0,0,0,0.0197897196261683,8,0.018968457943925245,0.0029684579439252447,0.016,0.0,0.0
0.431928,62,255.986638,medium,0.3928348909657321,0.3928348909657321,0,619,4,2,2,2,2,0,0,0,0,0.006619937694704054,82,0.10099299065420561,0.000992990654205608,0.1,0.0,0.0
2.92685,82,279.557363,medium,0.9121495327102803,2.91214953271028,2,813,4,2,2,2,2,0,0,0,0,0.0,48,0.096,0.0,0.096,0.0,0.0
