#{"t_start": 1779077250.751099, "env_id": "None"}
r,l,t,profile,damage_pct,score,stars,ticks_elapsed,spell_casts,rage_casts,freeze_casts,useful_rage_casts,useful_freeze_casts,wasted_spell_casts,wasted_rage_casts,wasted_freeze_casts,spells_remaining,rage_bonus_damage_pct,frozen_threat_ticks,spell_shaping_reward_total,rage_effect_reward_total,freeze_effect_reward_total,wasted_spell_penalty_total,unused_spell_penalty_total
0.488338,64,20.048206,medium,0.46073987538940814,0.46073987538940814,0,638,4,2,2,2,2,0,0,0,0,0.009322429906542102,45,0.09139836448598132,0.0013983644859813151,0.09000000000000001,0.0,0.0
0.494283,64,38.820366,medium,0.46098130841121493,0.46098130841121493,0,639,4,2,2,2,2,0,0,0,0,0.008014018691588817,48,0.09720210280373832,0.0012021028037383225,0.096,0.0,0.0
2.808911,84,62.754645,medium,0.7984423676012461,2.798442367601246,2,838,4,2,2,2,2,0,0,0,0,0.02845794392523341,45,0.09426869158878502,0.004268691588785011,0.09000000000000001,0.0,0.0
2.865131,90,89.383164,medium,0.9034267912772586,2.9034267912772584,2,900,4,2,2,2,2,0,0,0,0,0.024696261682241927,24,0.05170443925233629,0.003704439252336288,0.048,0.0,0.0
2.766911,85,113.579246,medium,0.7836448598130841,2.783644859813084,2,845,4,2,2,2,2,0,0,0,0,0.011775700934579525,33,0.06776635514018693,0.0017663551401869285,0.066,0.0,0.0
1.524298,75,134.554233,medium,0.564797507788162,1.564797507788162,1,745,4,2,2,2,2,0,0,0,0,0.0,17,0.034,0.0,0.034,0.0,0.0
0.335002,90,165.026793,medium,0.3844626168224299,0.3844626168224299,0,900,4,2,2,2,2,0,0,0,0,0.0035981308411214908,20,0.04053971962616822,0.0005397196261682236,0.04,0.0,0.0
0.355292,86,189.393038,medium,0.3445482866043614,0.3445482866043614,0,856,4,2,2,2,2,0,0,0,0,0.0022897196261682223,48,0.09634345794392524,0.00034345794392523336,0.096,0.0,0.0
1.819367,75,210.599894,medium,0.8254672897196261,1.8254672897196262,1,741,4,2,2,2,2,0,0,0,0,0.0,34,0.068,0.0,0.068,0.0,0.0
1.700879,69,230.180235,medium,0.6985280373831776,1.6985280373831775,1,682,4,2,2,2,2,0,0,0,0,0.01700934579439258,34,0.0705514018691589,0.0025514018691588872,0.068,0.0,0.0
2.535907,90,255.681464,medium,0.5293068535825541,2.529306853582554,2,900,4,2,2,2,2,0,0,0,0,0.01733644859813009,47,0.09660046728971952,0.0026004672897195144,0.094,0.0,0.0
2.96043,89,281.232881,medium,0.9971183800623052,2.997118380062305,2,887,4,2,2,2,2,0,0,0,0,0.013411214953271114,25,0.052011682242990666,0.0020116822429906674,0.049999999999999996,0.0,0.0
0.443314,64,303.901827,medium,0.40654205607476634,0.40654205607476634,0,634,4,2,2,2,2,0,0,0,0,0.0011448598130841133,68,0.10017172897196262,0.00017172897196261698,0.1,0.0,0.0
2.717006,90,330.141446,medium,0.716588785046729,2.7165887850467287,2,900,4,2,2,2,2,0,0,0,0,0.0027803738317757026,45,0.09041705607476637,0.0004170560747663554,0.09000000000000001,0.0,0.0
2.743589,80,353.207598,medium,0.7251479750778816,2.7251479750778818,2,791,4,2,2,2,2,0,0,0,0,0.01027258566978187,48,0.09754088785046729,0.0015408878504672805,0.096,0.0,0.0
0.333469,63,371.431614,medium,0.32635514018691586,0.32635514018691586,0,628,4,2,2,2,2,0,0,0,0,0.01275700934579447,34,0.06991355140186918,0.0019135514018691704,0.068,0.0,0.0
0.443501,61,389.306238,medium,0.4032710280373832,0.4032710280373832,0,608,4,2,2,2,2,0,0,0,0,0.006869158878504692,54,0.10103037383177571,0.0010303738317757037,0.1,0.0,0.0
0.454567,72,410.83109,medium,0.4562305295950156,0.4562305295950156,0,717,4,2,2,2,2,0,0,0,0,0.01357476635514028,34,0.07003621495327104,0.002036214953271042,0.068,0.0,0.0
0.353393,90,437.302281,medium,0.3736760124610592,0.3736760124610592,0,900,4,2,2,2,2,0,0,0,0,0.011448598130841184,34,0.06971728971962618,0.0017172897196261775,0.068,0.0,0.0
0.27168,56,457.892016,medium,0.22897196261682257,0.22897196261682257,0,555,4,2,2,2,2,0,0,0,0,0.014719626168224448,48,0.09820794392523367,0.0022079439252336674,0.096,0.0,0.0
1.682152,78,480.372537,medium,0.6608255451713395,1.6608255451713396,1,772,4,2,2,2,2,0,0,0,0,0.016845794392523487,48,0.09852686915887852,0.002526869158878523,0.096,0.0,0.0
1.621296,74,502.505658,medium,0.6111370716510903,1.6111370716510902,1,733,4,2,2,2,2,0,0,0,0,0.023060747663550905,40,0.08345911214953264,0.0034591121495326353,0.08,0.0,0.0
0.474133,77,525.882886,medium,0.45085669781931464,0.45085669781931464,0,766,4,2,2,2,2,0,0,0,0,0.02584112149532698,48,0.09987616822429905,0.003876168224299047,0.096,0.0,0.0
0.422132,62,544.111042,medium,0.39445482866043613,0.39445482866043613,0,615,4,2,2,2,2,0,0,0,0,0.007850467289719663,44,0.08917757009345795,0.0011775700934579495,0.088,0.0,0.0
0.505612,62,562.442393,medium,0.4672897196261682,0.4672897196261682,0,618,4,2,2,2,2,0,0,0,0,0.000817757009345795,52,0.10012266355140187,0.00012266355140186925,0.1,0.0,0.0
0.248818,61,580.506812,medium,0.2133177570093458,0.2133177570093458,0,605,4,2,2,2,2,0,0,0,0,0.0,48,0.096,0.0,0.096,0.0,0.0
0.384339,75,602.994946,medium,0.4295171339563863,0.4295171339563863,0,748,4,2,2,2,2,0,0,0,0,0.037476635514018745,12,0.02962149532710281,0.005621495327102812,0.024,0.0,0.0
1.573139,72,628.316429,medium,0.5407320872274143,1.5407320872274144,1,711,4,2,2,2,2,0,0,0,0,0.050046728971962114,48,0.10350700934579432,0.007507009345794317,0.096,0.0,0.0
0.346177,56,644.756357,medium,0.33161993769470405,0.33161993769470405,0,557,4,2,2,2,2,0,0,0,0,0.01504672897196272,34,0.07025700934579442,0.002257009345794408,0.068,0.0,0.0
3.988937,64,663.801213,medium,1.0,4.0,3,636,4,2,2,2,2,0,0,0,0,0.043582554517133124,23,0.052537383177569966,0.006537383177569968,0.046,0.0,0.0
2.789892,83,688.617774,medium,0.7703271028037383,2.7703271028037384,2,829,4,2,2,2,2,0,0,0,0,0.01643302180685358,72,0.10246495327102804,0.0024649532710280374,0.1,0.0,0.0
1.55877,57,705.534289,medium,0.5181697819314642,1.5181697819314643,1,567,4,2,2,2,2,0,0,0,0,0.008668224299065516,48,0.09730023364485983,0.0013002336448598275,0.096,0.0,0.0
1.599594,90,732.343104,medium,0.6461838006230529,1.646183800623053,1,900,4,2,2,2,2,0,0,0,0,0.02273364485981325,20,0.043410046728971995,0.003410046728971987,0.04000000000000001,0.0,0.0
0.469754,66,751.621904,medium,0.43169781931464174,0.43169781931464174,0,655,4,2,2,2,2,0,0,0,0,0.05037383177570073,48,0.10355607476635512,0.007556074766355108,0.096,0.0,0.0
1.561795,88,782.969254,medium,0.6211059190031153,1.6211059190031154,1,879,4,2,2,2,2,0,0,0,0,0.003925233644859856,14,0.02858878504672898,0.0005887850467289784,0.028,0.0,0.0
2.854351,86,808.108299,medium,0.8355919003115263,2.835591900311526,2,860,4,2,2,2,2,0,0,0,0,0.03172897196261693,62,0.10475934579439254,0.0047593457943925395,0.1,0.0,0.0
0.322,58,824.738678,medium,0.31078660436137073,0.31078660436137073,0,574,4,2,2,2,2,0,0,0,0,0.004088785046728999,34,0.06861331775700935,0.0006133177570093498,0.068,0.0,0.0
1.541625,83,849.518196,medium,0.5233411214953271,1.523341121495327,1,825,4,2,2,2,2,0,0,0,0,0.031892523364485656,48,0.10078387850467285,0.004783878504672849,0.096,0.0,0.0
2.4899,90,876.42567,medium,0.5102803738317757,2.5102803738317756,2,900,4,2,2,2,2,0,0,0,0,0.010794392523364543,34,0.06961915887850469,0.0016191588785046814,0.068,0.0,0.0
2.7969,78,899.791551,medium,0.7711838006230529,2.771183800623053,2,773,4,2,2,2,2,0,0,0,0,0.04677570093457841,48,0.10301635514018677,0.007016355140186761,0.096,0.0,0.0
0.468007,78,927.837423,medium,0.4556853582554517,0.4556853582554517,0,778,4,2,2,2,2,0,0,0,0,0.027476635514018497,43,0.0901214953271028,0.004121495327102775,0.08600000000000002,0.0,0.0
2.746866,86,952.566141,medium,0.7516355140186916,2.7516355140186914,2,858,4,2,2,2,2,0,0,0,0,0.006869158878504692,40,0.08103037383177572,0.0010303738317757037,0.08000000000000002,0.0,0.0
2.83742,77,974.633084,medium,0.8111370716510904,2.8111370716510904,2,767,4,2,2,2,2,0,0,0,0,0.0465498442367598,48,0.10298247663551396,0.006982476635513969,0.096,0.0,0.0
2.80343,82,998.45605,medium,0.811993769470405,2.811993769470405,2,814,4,2,2,2,2,0,0,0,0,0.03224299065420567,34,0.07283644859813085,0.00483644859813085,0.068,0.0,0.0
1.59771,90,1024.508282,medium,0.6172118380062306,1.6172118380062306,1,900,4,2,2,2,2,0,0,0,0,0.0033177570093456815,35,0.07049766355140186,0.0004976635514018522,0.07,0.0,0.0
2.867918,90,1051.210731,medium,0.8612928348909658,2.861292834890966,2,900,4,2,2,2,2,0,0,0,0,0.01749999999999965,47,0.09662499999999996,0.0026249999999999473,0.09400000000000001,0.0,0.0
4.018182,87,1081.091634,medium,1.0,4.0,3,867,4,2,2,2,2,0,0,0,0,0.03254672897196256,72,0.10488200934579439,0.004882009345794384,0.1,0.0,0.0
