#{"t_start": 1778872739.4867592, "env_id": "None"}
r,l,t,damage_pct,score,stars,ticks_elapsed
0.036319,56,38.528955,0.0914187643020595,0.0914187643020595,0,551
0.202308,67,54.235572,0.26910755148741416,0.26910755148741416,0,668
0.106114,57,68.17532,0.1624141876430206,0.1624141876430206,0,563
0.245644,56,81.971923,0.30074370709382153,0.30074370709382153,0,551
0.136392,57,95.719086,0.19319221967963388,0.19319221967963388,0,568
0.109503,56,109.18608,0.1651029748283753,0.1651029748283753,0,556
0.230801,58,122.839706,0.28810068649885584,0.28810068649885584,0,573
0.029595,54,135.546867,0.08289473684210526,0.08289473684210526,0,533
0.184766,61,151.670969,0.24496567505720823,0.24496567505720823,0,602
1.330662,62,166.683438,0.392162471395881,1.392162471395881,1,615
0.164532,64,181.94419,0.22803203661327232,0.22803203661327232,0,635
0.166053,68,198.284185,0.23375286041189933,0.23375286041189933,0,677
0.154357,58,212.5396,0.21195652173913043,0.21195652173913043,0,576
0.186948,55,226.144861,0.2416475972540046,0.2416475972540046,0,547
0.275464,56,239.598286,0.33106407322654463,0.33106407322654463,0,556
0.123276,69,255.955455,0.19147597254004578,0.19147597254004578,0,682
0.233015,55,269.143593,0.2878146453089245,0.2878146453089245,0,548
0.290482,57,284.671517,0.34708237986270024,0.34708237986270024,0,566
0.154328,71,301.975858,0.2244279176201373,0.2244279176201373,0,701
0.144299,55,315.296649,0.19879862700228834,0.19879862700228834,0,545
0.155126,55,328.572153,0.2101258581235698,0.2101258581235698,0,550
0.184758,54,341.754747,0.2381578947368421,0.2381578947368421,0,534
0.138584,72,358.813705,0.21058352402745995,0.21058352402745995,0,720
0.043225,54,371.479876,0.09662471395881007,0.09662471395881007,0,534
0.090679,54,384.226311,0.144279176201373,0.144279176201373,0,536
0.139593,54,397.29731,0.19359267734553776,0.19359267734553776,0,540
0.339728,72,415.949481,0.41172768878718535,0.41172768878718535,0,720
0.16724,55,429.136694,0.22213958810068649,0.22213958810068649,0,549
0.108799,66,444.695315,0.17419908466819223,0.17419908466819223,0,654
0.148205,56,458.13511,0.2040045766590389,0.2040045766590389,0,558
0.090168,57,471.544851,0.14696796338672768,0.14696796338672768,0,568
0.164546,64,486.7315,0.22814645308924486,0.22814645308924486,0,636
0.150346,52,499.27336,0.20234553775743708,0.20234553775743708,0,520
0.132496,64,514.576929,0.19639588100686498,0.19639588100686498,0,639
0.111518,55,528.859616,0.1660183066361556,0.1660183066361556,0,545
0.027791,52,541.07961,0.07969107551487414,0.07969107551487414,0,519
0.126478,54,553.639162,0.1803775743707094,0.1803775743707094,0,539
1.380346,72,570.336025,0.4523455377574371,1.452345537757437,1,720
0.301573,63,584.98132,0.36407322654462243,0.36407322654462243,0,625
0.240783,57,599.058248,0.2974828375286041,0.2974828375286041,0,567
0.131443,57,612.590219,0.18804347826086956,0.18804347826086956,0,566
0.168244,58,626.369542,0.2261441647597254,0.2261441647597254,0,579
0.293132,60,640.366486,0.3530320366132723,0.3530320366132723,0,599
0.089576,53,654.227348,0.14187643020594964,0.14187643020594964,0,523
0.112023,59,668.366552,0.1704233409610984,0.1704233409610984,0,584
0.212737,57,682.711668,0.26973684210526316,0.26973684210526316,0,570
0.231699,56,696.614272,0.28689931350114417,0.28689931350114417,0,552
0.064034,53,708.869194,0.11693363844393592,0.11693363844393592,0,529
0.247538,61,723.324054,0.307837528604119,0.307837528604119,0,603
0.122938,60,737.632788,0.182837528604119,0.182837528604119,0,599
0.147786,53,750.108987,0.20028604118993135,0.20028604118993135,0,525
0.058163,60,764.07374,0.11796338672768879,0.11796338672768879,0,598
0.163946,65,885.650515,0.22814645308924486,0.22814645308924486,0,642
0.046319,59,899.95211,0.10451945080091533,0.10451945080091533,0,582
0.108701,55,913.183201,0.16310068649885584,0.16310068649885584,0,544
0.300297,60,927.259851,0.3602974828375286,0.3602974828375286,0,600
0.111865,58,940.769053,0.16956521739130434,0.16956521739130434,0,577
0.255743,57,954.294265,0.3126430205949657,0.3126430205949657,0,569
0.067538,54,967.187164,0.12093821510297482,0.12093821510297482,0,534
0.236732,66,983.141217,0.3026315789473684,0.3026315789473684,0,659
0.202265,55,997.586591,0.2572654462242563,0.2572654462242563,0,550
0.153213,58,1011.36648,0.21121281464530892,0.21121281464530892,0,580
0.080066,53,1024.142227,0.13306636155606408,0.13306636155606408,0,530
0.174653,60,1038.258175,0.2341533180778032,0.2341533180778032,0,595
0.103416,61,1052.768248,0.16361556064073227,0.16361556064073227,0,602
0.189363,54,1065.809708,0.2425629290617849,0.2425629290617849,0,532
0.099394,59,1079.697104,0.15749427917620137,0.15749427917620137,0,581
2.478398,70,1096.405071,0.5483981693363844,2.5483981693363846,2,700
-0.002443,53,1108.928136,0.05005720823798627,0.05005720823798627,0,525
0.301924,70,1126.492862,0.3712242562929062,0.3712242562929062,0,693
