#{"t_start": 1779027331.7864628, "env_id": "None"}
r,l,t,profile,damage_pct,score,stars,ticks_elapsed
0.231769,66,32.395264,hard,0.29776887871853547,0.29776887871853547,0,660
0.174167,72,57.237127,hard,0.2461670480549199,0.2461670480549199,0,720
0.220563,72,81.280431,hard,0.2925629290617849,0.2925629290617849,0,720
0.058843,54,99.167239,hard,0.11264302059496567,0.11264302059496567,0,538
0.244383,54,117.647483,hard,0.2974828375286041,0.2974828375286041,0,531
0.082467,52,135.263291,hard,0.13386727688787187,0.13386727688787187,0,514
0.225748,54,153.696079,hard,0.2797482837528604,0.2797482837528604,0,540
0.205067,54,173.307498,hard,0.25846681922196796,0.25846681922196796,0,534
0.28967,72,204.761621,hard,0.3616704805491991,0.3616704805491991,0,720
0.173632,55,223.69937,hard,0.22803203661327232,0.22803203661327232,0,544
0.067152,54,241.456752,hard,0.12025171624713958,0.12025171624713958,0,531
0.377443,61,261.517818,hard,0.4380434782608696,0.4380434782608696,0,606
0.166023,54,280.227089,hard,0.2200228832951945,0.2200228832951945,0,540
0.170527,54,299.802405,hard,0.22362700228832952,0.22362700228832952,0,531
0.155411,55,319.000985,hard,0.21001144164759725,0.21001144164759725,0,546
1.428625,57,338.048684,hard,0.4847254004576659,1.4847254004576658,1,561
0.333549,72,362.636361,hard,0.4055491990846682,0.4055491990846682,0,720
2.487504,66,390.590227,hard,0.5532036613272311,2.553203661327231,2,657
0.234873,67,413.563583,hard,0.3013729977116705,0.3013729977116705,0,665
1.454049,65,435.329198,hard,0.5182494279176202,1.5182494279176202,1,642
0.231953,53,453.571186,hard,0.2841533180778032,0.2841533180778032,0,522
0.181536,51,472.169019,hard,0.23163615560640732,0.23163615560640732,0,501
0.163184,61,493.420524,hard,0.2232837528604119,0.2232837528604119,0,601
0.270833,59,513.221432,hard,0.32923340961098396,0.32923340961098396,0,584
0.217514,58,533.766857,hard,0.27471395881006866,0.27471395881006866,0,572
0.15157,60,557.337456,hard,0.2108695652173913,0.2108695652173913,0,593
0.294236,51,573.92014,hard,0.34433638443935927,0.34433638443935927,0,501
0.131528,56,593.412428,hard,0.18712814645308926,0.18712814645308926,0,556
0.165981,55,611.337722,hard,0.22088100686498857,0.22088100686498857,0,549
0.265394,55,630.136319,hard,0.3197940503432494,0.3197940503432494,0,544
0.259194,61,650.899265,hard,0.3193935926773455,0.3193935926773455,0,602
0.249876,55,670.291321,hard,0.3041762013729977,0.3041762013729977,0,543
0.218911,54,689.463343,hard,0.2723112128146453,0.2723112128146453,0,534
0.165141,58,709.657731,hard,0.22294050343249427,0.22294050343249427,0,578
0.250695,58,732.203268,hard,0.30829519450800913,0.30829519450800913,0,576
0.277521,54,749.935585,hard,0.330720823798627,0.330720823798627,0,532
0.345759,57,770.231062,hard,0.4020594965675057,0.4020594965675057,0,563
0.196857,54,789.287927,hard,0.2500572082379863,0.2500572082379863,0,532
2.494344,57,808.775834,hard,0.5507437070938215,2.5507437070938215,2,564
0.181756,55,827.826657,hard,0.23615560640732267,0.23615560640732267,0,544
0.354188,60,849.141373,hard,0.41418764302059496,0.41418764302059496,0,600
0.273137,72,873.933554,hard,0.345137299771167,0.345137299771167,0,720
0.093282,54,891.848278,hard,0.14668192219679635,0.14668192219679635,0,534
0.147204,57,914.004867,hard,0.20360411899313502,0.20360411899313502,0,564
0.279211,55,932.564941,hard,0.33421052631578946,0.33421052631578946,0,550
0.166889,61,953.246835,hard,0.22768878718535468,0.22768878718535468,0,608
0.188234,55,971.497401,hard,0.24233409610983983,0.24233409610983983,0,541
0.155552,53,990.128203,hard,0.20835240274599542,0.20835240274599542,0,528
0.32364,62,1011.751118,hard,0.38524027459954235,0.38524027459954235,0,616
2.508634,59,1031.973936,hard,0.566933638443936,2.566933638443936,2,583
2.543438,65,1054.500588,hard,0.607837528604119,2.607837528604119,2,644
0.160329,53,1072.384287,hard,0.212929061784897,0.212929061784897,0,526
0.222565,72,1099.183144,hard,0.29456521739130437,0.29456521739130437,0,720
0.293084,56,1118.286591,hard,0.3482837528604119,0.3482837528604119,0,552
0.157929,55,1136.164323,hard,0.212929061784897,0.212929061784897,0,550
0.117668,54,1154.21613,hard,0.1715675057208238,0.1715675057208238,0,539
0.190988,62,1174.89465,hard,0.2522883295194508,0.2522883295194508,0,613
0.247515,54,1193.20618,hard,0.3009153318077803,0.3009153318077803,0,534
0.248176,56,1212.362114,hard,0.3041762013729977,0.3041762013729977,0,560
0.175833,54,1231.359593,hard,0.22923340961098398,0.22923340961098398,0,534
0.156714,56,1250.770959,hard,0.2120137299771167,0.2120137299771167,0,553
0.114508,55,1271.656687,hard,0.1691075514874142,0.1691075514874142,0,546
0.258601,55,1290.750457,hard,0.3135011441647597,0.3135011441647597,0,549
0.081452,52,1308.917382,hard,0.1333524027459954,0.1333524027459954,0,519
0.228629,72,1334.012658,hard,0.300629290617849,0.300629290617849,0,720
1.408458,56,1353.62184,hard,0.463558352402746,1.463558352402746,1,551
2.557891,60,1375.113701,hard,0.6169908466819222,2.6169908466819223,2,591
0.127019,52,1393.791288,hard,0.17871853546910754,0.17871853546910754,0,517
0.168143,57,1413.981138,hard,0.22494279176201373,0.22494279176201373,0,568
0.117114,58,1434.468931,hard,0.17431350114416477,0.17431350114416477,0,572
0.143439,54,1455.008467,hard,0.1967391304347826,0.1967391304347826,0,533
0.350473,64,1477.519282,hard,0.4136727688787185,0.4136727688787185,0,632
0.333137,62,1498.221953,hard,0.39473684210526316,0.39473684210526316,0,616
0.207589,58,1518.938342,hard,0.26498855835240276,0.26498855835240276,0,574
0.272516,54,1537.223847,hard,0.3263157894736842,0.3263157894736842,0,538
