#{"t_start": 1779027332.2607055, "env_id": "None"}
r,l,t,profile,damage_pct,score,stars,ticks_elapsed
2.640149,64,31.160542,medium,0.7033489096573209,2.703348909657321,2,632
3.9494,51,49.071959,medium,1.0,4.0,3,506
2.846536,72,72.596551,medium,0.9185358255451713,2.918535825545171,2,720
2.706431,50,90.07298,medium,0.7562305295950156,2.7562305295950154,2,498
3.9415,59,109.74438,medium,1.0,4.0,3,585
2.927847,66,132.111092,medium,0.9938473520249221,2.9938473520249222,2,660
3.936,64,153.889094,medium,1.0,4.0,3,640
2.818954,72,179.328355,medium,0.8906542056074767,2.8906542056074764,2,717
3.9488,52,204.284757,medium,1.0,4.0,3,512
2.841694,71,228.808796,medium,0.911993769470405,2.911993769470405,2,703
2.897569,72,251.900697,medium,0.9687694704049844,2.9687694704049843,2,712
2.768734,57,271.662448,medium,0.8252336448598131,2.825233644859813,2,565
2.893386,72,297.588448,medium,0.9644859813084112,2.9644859813084112,2,711
3.9478,53,315.703444,medium,1.0,4.0,3,522
2.611807,60,336.048679,medium,0.6718068535825545,2.6718068535825545,2,600
2.77029,72,360.556195,medium,0.8422897196261683,2.8422897196261685,2,720
2.71188,57,385.321149,medium,0.768380062305296,2.768380062305296,2,565
3.9422,58,405.5928,medium,1.0,4.0,3,578
3.953,47,420.982796,medium,1.0,4.0,3,470
2.923483,72,445.415932,medium,0.9954828660436137,2.9954828660436137,2,720
2.907015,72,471.348758,medium,0.9781152647975078,2.9781152647975078,2,711
2.764227,57,491.10934,medium,0.8203271028037383,2.820327102803738,2,561
1.329832,53,509.05622,medium,0.3826323987538941,1.382632398753894,1,528
2.837424,72,534.359596,medium,0.9094236760124611,2.909423676012461,2,720
2.846627,57,556.864119,medium,0.9034267912772586,2.9034267912772584,2,568
3.9333,67,578.95926,medium,1.0,4.0,3,667
2.735866,72,603.477746,medium,0.8078660436137072,2.807866043613707,2,720
3.9424,58,623.269433,medium,1.0,4.0,3,576
2.879636,56,642.09468,medium,0.9354361370716511,2.935436137071651,2,558
2.590872,72,667.030413,medium,0.6620716510903427,2.6620716510903426,2,712
2.494217,53,685.809454,medium,0.5464174454828661,2.546417445482866,2,522
