#{"t_start": 1779208299.889546, "env_id": "None"}
r,l,t,profile,damage_pct,score,stars,ticks_elapsed,spell_casts,rage_casts,freeze_casts,useful_rage_casts,useful_freeze_casts,wasted_spell_casts,wasted_rage_casts,wasted_freeze_casts,spells_remaining,rage_bonus_damage_pct,rage_bonus_defense_damage_pct,rage_bonus_townhall_damage_pct,defense_damage_pct,townhall_damage_pct,defenses_destroyed,townhall_destroyed,frozen_threat_ticks,frozen_threat_damage_pct,troop_damage_taken_pct,splash_damage_taken_pct,splash_cluster_risk_pct,multi_hit_splash_events,deployments,deployment_unique_cells,deployment_top_cell_fraction,deployment_top3_cell_fraction,deployment_quadrant_entropy,spell_shaping_reward_total,objective_shaping_reward_total,rage_effect_reward_total,freeze_effect_reward_total,defense_damage_reward_total,townhall_damage_reward_total,defense_destroy_reward_total,townhall_destroy_reward_total,wasted_spell_penalty_total,unused_spell_penalty_total,splash_risk_penalty_total
1.654144,78,51.084386,hard,0.4744736842105264,1.4744736842105264,1,773,8,4,4,4,4,0,0,0,0,0.04108695652173833,0.016730769230769413,0.19879999999999487,0.4799175824175817,0.9999999999999967,3,True,136,0.12394366197183099,0.9301126760563382,0.735971830985916,1.8783450704225353,29,65.0,43.0,0.06153846153846154,0.15384615384615385,0.15610566617587138,0.11438043478260841,0.2225901098901094,0.01438043478260841,0.1,0.057590109890109785,0.09999999999999966,0.015,0.05,0.0,0.0,0.08
2.985178,78,93.294401,hard,0.772254004576659,2.7722540045766593,2,771,8,4,4,4,4,0,0,0,0,0.03539473684210534,0.0434478021978024,0.10079999999999988,0.7004120879120912,0.9999999999999959,5,True,88,0.07278169014084507,0.921126760563381,0.6611267605633798,3.242517605633803,29,65.0,44.0,0.06153846153846154,0.15384615384615385,0.05733775266807337,0.11097442550037068,0.2590494505494505,0.012388157894736868,0.09858626760563381,0.0840494505494509,0.0999999999999996,0.025,0.05,0.0,0.0,0.08
0.470096,77,133.944623,hard,0.42969107551487373,0.42969107551487373,0,770,8,4,4,4,4,0,0,0,0,0.010812356979404568,0.0,0.06299999999999728,0.42184065934065934,0.27999999999999725,3,False,155,0.13151408450704224,0.9373521126760568,0.4957746478873239,1.457605633802817,22,65.0,50.0,0.06153846153846154,0.15384615384615385,0.19753023273471912,0.1037843249427916,0.09362087912087884,0.0037843249427915986,0.1,0.05062087912087912,0.027999999999999723,0.015,0.0,0.0,0.0,0.08
0.394939,77,173.504383,hard,0.38239702517162466,0.38239702517162466,0,769,8,4,4,4,4,0,0,0,0,0.0015617848970251042,0.0,0.009099999999999607,0.3987637362637363,0.060433333333332936,3,False,144,0.11873239436619719,0.9655211267605641,0.7740563380281696,1.6372711267605633,31,65.0,47.0,0.046153846153846156,0.13846153846153847,0.26444590718846855,0.1005466247139588,0.06889498168498163,0.0005466247139587865,0.1,0.04785164835164834,0.006043333333333295,0.015,0.0,0.0,0.0,0.08
2.934392,79,213.306636,hard,0.7077231121281464,2.7077231121281464,2,781,8,4,4,4,4,0,0,0,0,0.031836384439359385,0.06403846153846177,0.0,0.7802197802197881,1.0,6,True,130,0.12485915492957747,0.9307887323943665,0.829746478873239,2.3060035211267604,39,65.0,45.0,0.07692307692307693,0.16923076923076924,0.15610566617587138,0.1111427345537758,0.2736263736263746,0.011142734553775784,0.1,0.09362637362637458,0.1,0.030000000000000002,0.05,0.0,0.0,0.08
0.451037,80,251.958393,hard,0.4145308924485124,0.4145308924485124,0,795,8,4,4,4,4,0,0,0,0,0.024147597254004262,0.002307692307692208,0.022399999999999035,0.3992857142857142,0.24639999999999904,3,False,136,0.09690140845070423,0.9154929577464802,0.7622535211267606,1.5993838028169014,38,65.0,44.0,0.1076923076923077,0.23076923076923078,0.19172340579500008,0.1084516590389015,0.0875542857142856,0.00845165903890149,0.1,0.047914285714285694,0.02463999999999991,0.015,0.0,0.0,0.0,0.08
0.529025,82,299.730803,hard,0.4780205949656747,0.4780205949656747,0,819,8,4,4,4,4,0,0,0,0,0.04266590389015995,0.025961538461538536,0.04759999999999795,0.5336538461538449,0.2902666666666646,4,False,88,0.05454225352112676,0.9605633802816924,0.6612112676056336,1.9301232394366197,36,65.0,39.0,0.07692307692307693,0.2153846153846154,-0.0,0.09983975650240107,0.11306512820512787,0.014933066361555983,0.08490669014084508,0.0640384615384614,0.02902666666666646,0.02,0.0,0.0,0.0,0.08
0.490236,78,337.150619,hard,0.4049713958810059,0.4049713958810059,0,778,8,4,4,4,4,0,0,0,0,0.031115560640731333,0.0,0.18129999999999458,0.35906593406593407,0.8486333333333255,2,False,69,0.07963028169014084,0.963859154929579,0.6750985915492956,1.5659330985915494,30,65.0,40.0,0.06153846153846154,0.15384615384615385,0.05733775266807337,0.1051131574918616,0.13795124542124465,0.010890446224255968,0.09422271126760563,0.04308791208791207,0.08486333333333256,0.01,0.0,0.0,0.0,0.08
0.346982,79,374.448462,hard,0.3684210526315789,0.3684210526315789,0,783,8,4,4,4,4,0,0,0,0,0.0,0.0,0.0,0.3901098901098901,0.0,3,False,78,0.04806338028169014,0.9348732394366212,0.6149295774647885,1.3177464788732394,29,65.0,46.0,0.046153846153846156,0.13846153846153847,0.25206405738510845,0.0750475352112676,0.06181318681318681,0.0,0.0750475352112676,0.04681318681318681,0.0,0.015,0.0,0.0,0.0,0.08
0.278569,74,409.481589,hard,0.31827231121281463,0.31827231121281463,0,735,7,3,4,3,4,0,0,0,1,0.018381006864988492,0.004038461538461567,0.0,0.26969780219780204,0.0,1,False,196,0.1540669014084507,0.9236056338028193,0.6391549295774648,0.9287147887323943,28,65.0,40.0,0.07692307692307693,0.18461538461538463,0.1145020974334985,0.07643335240274599,0.03736373626373624,0.006433352402745972,0.1,0.032363736263736245,0.0,0.005,0.0,0.0,0.03,0.08
0.518366,87,450.417083,hard,0.46098398169336385,0.46098398169336385,0,869,8,4,4,4,4,0,0,0,0,0.023186498855834875,0.004038461538461364,0.0,0.5,0.3616666666666667,4,False,120,0.09845070422535211,0.9469577464788742,0.746647887323943,1.342007042253521,35,65.0,45.0,0.09230769230769231,0.18461538461538463,0.1956217818146278,0.1081152745995422,0.11616666666666665,0.008115274599542205,0.1,0.05999999999999999,0.036166666666666666,0.02,0.0,0.0,0.0,0.08
1.713752,78,486.856647,hard,0.5869393592677336,1.5869393592677334,1,776,8,4,4,4,4,0,0,0,0,0.03495995423340858,0.015576923076923144,0.16589999999999386,0.6098901098901115,0.7398999999999928,5,False,126,0.09619718309859154,0.9405070422535213,0.7640563380281689,2.3912147887323942,39,65.0,38.0,0.07692307692307693,0.23076923076923078,0.05733775266807337,0.112235983981693,0.1721768131868127,0.012235983981693002,0.1,0.0731868131868134,0.07398999999999929,0.025,0.0,0.0,0.0,0.08
2.625716,75,523.179803,hard,0.5332036613272312,2.533203661327231,2,746,6,2,4,2,4,0,0,0,2,0.0064874141876430915,0.015576923076923247,0.0,0.373681318681318,1.0,2,True,192,0.11830985915492957,0.9380281690140845,0.7952957746478871,3.2817957746478874,37,65.0,44.0,0.07692307692307693,0.18461538461538463,0.05733775266807337,0.04227059496567509,0.20484175824175815,0.002270594965675082,0.1,0.04484175824175816,0.09999999999999999,0.01,0.05,0.0,0.06,0.08
2.932484,87,573.101262,hard,0.7417620137299771,2.741762013729977,2,868,8,4,4,4,4,0,0,0,0,0.020737986270022758,0.04056318681318691,0.0,0.6271978021978033,1.0,5,True,137,0.10679577464788732,0.9292394366197179,0.7705352112676054,2.9873415492957744,26,65.0,44.0,0.16923076923076924,0.23076923076923078,0.15610566617587138,0.10725829519450797,0.2502637362637364,0.007258295194507964,0.1,0.07526373626373639,0.1,0.025,0.05,0.0,0.0,0.08
0.422857,80,611.364606,hard,0.40406178489702516,0.40406178489702516,0,793,8,4,4,4,4,0,0,0,0,0.017179633867277017,0.02480769230769247,0.0,0.47568681318681194,0.0,3,False,159,0.14926056338028168,0.9550704225352133,0.6418309859154928,0.7676760563380282,22,65.0,44.0,0.09230769230769231,0.24615384615384617,0.05733775266807337,0.10601287185354696,0.07208241758241743,0.006012871853546956,0.1,0.05708241758241744,0.0,0.015,0.0,0.0,0.0,0.08
1.665213,75,648.110561,hard,0.48564073226544624,1.4856407322654461,1,750,8,4,4,4,4,0,0,0,0,0.010755148741418764,0.014697802197802206,0.02700000000000002,0.5067307692307685,0.9999999999999988,4,True,101,0.07915492957746478,0.9581690140845068,0.7837464788732391,2.3785387323943663,37,65.0,45.0,0.06153846153846154,0.15384615384615385,0.13491422385153698,0.10376430205949658,0.2308076923076921,0.003764302059496567,0.1,0.060807692307692236,0.09999999999999988,0.02,0.05,0.0,0.0,0.08
0.422528,83,687.991099,hard,0.39963958810068645,0.39963958810068645,0,830,8,4,4,4,4,0,0,0,0,0.008506864988558295,0.01067307692307679,0.0,0.32564560439560425,0.3383333333333333,2,False,103,0.08508802816901409,0.9670140845070426,0.6183380281690142,2.80862676056338,20,65.0,47.0,0.09230769230769231,0.2153846153846154,0.7550338435675757,0.10297740274599541,0.08291080586080583,0.002977402745995403,0.1,0.0390774725274725,0.03383333333333333,0.01,0.0,0.0,0.0,0.08
2.735434,83,728.691051,hard,0.5670480549199085,2.5670480549199084,2,824,8,4,4,4,4,0,0,0,0,0.04679633867276897,0.02527472527472527,0.2113333333333336,0.4549450549450537,0.999999999999997,4,True,91,0.05908450704225352,0.9211267605633805,0.7564788732394373,2.5328169014084505,39,65.0,40.0,0.1076923076923077,0.2153846153846154,0.13491422385153698,0.10619209881715927,0.22459340659340615,0.016378718535469135,0.08981338028169014,0.05459340659340646,0.0999999999999997,0.02,0.05,0.0,0.0,0.08
0.347845,80,767.132883,hard,0.34988558352402743,0.34988558352402743,0,797,8,4,4,4,4,0,0,0,0,0.017677345537757475,0.0,0.0,0.3456043956043956,0.0,2,False,164,0.14580985915492958,0.9758591549295794,0.7412112676056337,1.9365845070422536,38,65.0,40.0,0.07692307692307693,0.2,0.05733775266807337,0.10618707093821513,0.05147252747252747,0.006187070938215116,0.1,0.04147252747252747,0.0,0.01,0.0,0.0,0.0,0.08
0.352642,80,812.914458,hard,0.3294679633867272,0.3294679633867272,0,795,8,4,4,4,4,0,0,0,0,0.012133867276887348,0.0,0.06439999999999722,0.27239010989010987,0.4073999999999972,1,False,184,0.16901408450704225,0.9398309859154943,0.6549577464788731,1.3297887323943662,23,65.0,48.0,0.1076923076923077,0.23076923076923078,0.09911748204888313,0.10424685354691057,0.07842681318681292,0.004246853546910571,0.1,0.032686813186813185,0.040739999999999735,0.005,0.0,0.0,0.0,0.08
1.582524,80,850.827009,hard,0.5058924485125859,1.505892448512586,1,794,8,4,4,4,4,0,0,0,0,0.04314645308924509,0.023942307692307846,0.0,0.6019230769230757,0.287,4,False,125,0.10588028169014084,0.9372394366197206,0.736788732394366,1.6570246478873238,41,65.0,43.0,0.09230769230769231,0.2153846153846154,0.16676100196548832,0.1151012585812358,0.12093076923076912,0.015101258581235785,0.1,0.07223076923076911,0.0287,0.02,0.0,0.0,0.0,0.08
0.394472,80,887.957698,hard,0.3817562929061785,0.3817562929061785,0,798,8,4,4,4,4,0,0,0,0,0.019599542334096234,0.047060439560439864,0.0,0.4221291208791186,0.0,3,False,120,0.1022887323943662,0.9323943661971853,0.6602253521126756,1.5845422535211267,33,65.0,46.0,0.13846153846153847,0.23076923076923078,0.05733775266807337,0.10685983981693369,0.06565549450549422,0.0068598398169336825,0.1,0.050655494505494225,0.0,0.015,0.0,0.0,0.0,0.08
2.641412,78,924.843514,hard,0.502425629290618,2.502425629290618,2,776,8,4,4,4,4,0,0,0,0,0.02631006864988543,0.018461538461538647,0.0,0.29978021978021896,1.0,2,True,95,0.058538732394366196,0.9154929577464787,0.7672112676056339,3.3929401408450706,37,65.0,40.0,0.13846153846153847,0.23076923076923078,0.1145020974334985,0.10061257332323456,0.1959736263736263,0.0092085240274599,0.09140404929577466,0.035973626373626284,0.1,0.01,0.05,0.0,0.0,0.08
0.231709,81,962.744596,hard,0.2789473684210526,0.2789473684210526,0,809,8,4,4,4,4,0,0,0,0,0.019582379862699943,0.0,0.0,0.17527472527472526,0.0,1,False,80,0.05436619718309859,0.9179718309859157,0.7946197183098592,1.3012323943661972,42,65.0,47.0,0.07692307692307693,0.16923076923076924,0.1145020974334985,0.08762848083926893,0.026032967032967043,0.00685383295194498,0.08077464788732394,0.021032967032967042,0.0,0.005,0.0,0.0,0.0,0.08
2.792918,84,1001.966578,hard,0.6046338672768878,2.604633867276888,2,839,8,4,4,4,4,0,0,0,0,0.04788901601830581,0.02527472527472527,0.2176999999999949,0.5451923076923064,0.9999999999999959,4,True,153,0.10896126760563381,0.921126760563381,0.7966760563380285,2.0927992957746477,40,65.0,49.0,0.07692307692307693,0.16923076923076924,0.13491422385153698,0.11676115560640704,0.2354230769230764,0.016761155606407032,0.1,0.06542307692307678,0.0999999999999996,0.02,0.05,0.0,0.0,0.08
3.000452,79,1046.791467,hard,0.7803203661327232,2.780320366132723,2,781,8,4,4,4,4,0,0,0,0,0.03387871853546894,0.03548076923076941,0.0,0.7197802197802246,1.0,6,True,142,0.0875,0.9154929577464787,0.797521126760563,4.921267605633803,33,65.0,51.0,0.09230769230769231,0.16923076923076924,0.13491422385153698,0.11185755148741414,0.26637362637362694,0.011857551487414129,0.1,0.08637362637362694,0.09999999999999999,0.030000000000000002,0.05,0.0,0.0,0.08
0.398821,76,1082.287355,hard,0.38045766590389013,0.38045766590389013,0,758,8,4,4,4,4,0,0,0,0,0.005286041189931369,0.012692307692307739,0.0,0.4190109890109885,0.0,2,False,131,0.1129225352112676,0.9366760563380305,0.57025352112676,0.33984154929577465,13,65.0,48.0,0.07692307692307693,0.15384615384615385,0.15610566617587138,0.10185011441647598,0.0602813186813186,0.0018501144164759793,0.1,0.0502813186813186,0.0,0.01,0.0,0.0,0.0,0.06796830985915493
3.073428,82,1121.597022,hard,0.8435926773455378,2.843592677345538,2,817,8,4,4,4,4,0,0,0,0,0.04048627002288229,0.00721153846153845,0.21839999999999418,0.8717032967032965,0.9999999999999967,6,True,82,0.06901408450704226,0.9292394366197197,0.7494929577464786,3.033926056338028,48,65.0,47.0,0.13846153846153847,0.23076923076923078,0.2220630225397998,0.10693075788829048,0.28460439560439527,0.014170194508008802,0.09276056338028169,0.10460439560439556,0.09999999999999967,0.030000000000000002,0.05,0.0,0.0,0.08
2.716281,77,1156.936201,hard,0.5561212814645309,2.556121281464531,2,770,8,4,4,4,4,0,0,0,0,0.0020423340961098625,0.004903846153846208,0.0,0.4287087912087912,1.0,3,True,150,0.09242957746478873,0.9285633802816908,0.6518309859154928,2.51262323943662,37,65.0,46.0,0.09230769230769231,0.18461538461538463,0.15610566617587138,0.10071481693363846,0.21644505494505495,0.0007148169336384518,0.1,0.051445054945054934,0.1,0.015,0.05,0.0,0.0,0.08
0.273744,78,1194.491422,hard,0.2654462242562929,0.2654462242562929,0,772,8,4,4,4,4,0,0,0,0,0.010526315789473682,0.02527472527472527,0.0,0.39010989010988883,0.0,3,False,207,0.16248239436619719,0.933211267605634,0.8758028169014084,1.3782570422535212,37,65.0,43.0,0.09230769230769231,0.2,-0.0,0.1036842105263158,0.06181318681318667,0.003684210526315789,0.1,0.04681318681318667,0.0,0.015,0.0,0.0,0.0,0.08
2.79826,79,1231.017832,hard,0.6536498855835241,2.653649885583524,2,789,8,4,4,4,4,0,0,0,0,0.041567505720822934,0.013846153846153963,0.2085999999999946,0.41563186813186753,0.9999999999999967,3,True,77,0.04744718309859155,0.9154929577464804,0.7418309859154933,2.232570422535211,42,65.0,49.0,0.046153846153846156,0.13846153846153847,0.15610566617587138,0.08863401432623169,0.21487582417582374,0.014548627002288027,0.07408538732394367,0.04987582417582411,0.09999999999999966,0.015,0.05,0.0,0.0,0.08
2.90137,80,1267.754426,hard,0.7081521739130435,2.7081521739130436,2,799,8,4,4,4,4,0,0,0,0,0.06439359267734479,0.01586538461538477,0.23029999999999431,0.546497252747252,0.9999999999999961,3,True,148,0.09119718309859155,0.9154929577464811,0.6839436619718312,2.16987676056338,35,65.0,48.0,0.046153846153846156,0.12307692307692308,0.2220630225397998,0.12253775743707068,0.23057967032966986,0.02253775743707067,0.1,0.06557967032967024,0.09999999999999962,0.015,0.05,0.0,0.0,0.08
2.741602,79,1312.914171,hard,0.570137299771167,2.570137299771167,2,789,8,4,4,4,4,0,0,0,0,0.02823226544622413,0.022211538461538626,0.0,0.4623626373626362,1.0,3,True,154,0.0948943661971831,0.926084507042255,0.5973802816901409,1.0406338028169013,26,65.0,49.0,0.07692307692307693,0.18461538461538463,0.2220630225397998,0.10988129290617846,0.22048351648351633,0.009881292906178445,0.1,0.05548351648351634,0.1,0.015,0.05,0.0,0.0,0.08
