#{"t_start": 1779049697.7789779, "env_id": "None"}
r,l,t,profile,damage_pct,score,stars,ticks_elapsed
0.217613,69,35.404296,hard,0.2862128146453089,0.2862128146453089,0,686
0.277228,60,55.518489,hard,0.33712814645308925,0.33712814645308925,0,599
0.111892,56,72.882377,hard,0.16779176201372997,0.16779176201372997,0,559
0.317908,77,96.432974,hard,0.39410755148741416,0.39410755148741416,0,762
0.150036,70,118.252411,hard,0.21933638443935927,0.21933638443935927,0,693
0.178947,63,138.063407,hard,0.24124713958810068,0.24124713958810068,0,623
0.065357,60,156.487076,hard,0.12505720823798627,0.12505720823798627,0,597
0.201369,60,182.223019,hard,0.2604691075514874,0.2604691075514874,0,591
0.135356,64,202.019643,hard,0.1992562929061785,0.1992562929061785,0,639
0.150693,56,219.344799,hard,0.2066933638443936,0.2066933638443936,0,560
0.155834,62,238.775973,hard,0.2173340961098398,0.2173340961098398,0,615
0.134139,63,258.425601,hard,0.1967391304347826,0.1967391304347826,0,626
0.252602,62,277.760543,hard,0.31430205949656753,0.31430205949656753,0,617
0.158235,73,301.17816,hard,0.23043478260869565,0.23043478260869565,0,722
0.279931,60,319.356952,hard,0.3399313501144165,0.3399313501144165,0,600
0.142006,64,338.495378,hard,0.20520594965675057,0.20520594965675057,0,632
0.217437,90,373.010052,hard,0.3074370709382151,0.3074370709382151,0,900
0.244798,67,392.987537,hard,0.3110983981693364,0.3110983981693364,0,663
0.190782,69,414.566197,hard,0.25938215102974826,0.25938215102974826,0,686
0.091585,58,432.911931,hard,0.1490846681922197,0.1490846681922197,0,575
0.146324,63,452.822877,hard,0.20852402745995424,0.20852402745995424,0,622
0.192958,58,471.494741,hard,0.2504576659038902,0.2504576659038902,0,575
0.113067,58,490.305139,hard,0.170766590389016,0.170766590389016,0,577
0.229065,66,518.468142,hard,0.2943649885583524,0.2943649885583524,0,653
0.066447,63,536.204967,hard,0.12854691075514874,0.12854691075514874,0,621
0.025095,58,553.05309,hard,0.08289473684210526,0.08289473684210526,0,578
0.232617,58,571.070494,hard,0.2902173913043478,0.2902173913043478,0,576
0.213598,60,589.947883,hard,0.27339816933638444,0.27339816933638444,0,598
0.153043,73,612.541414,hard,0.2253432494279176,0.2253432494279176,0,723
0.314658,86,638.963846,hard,0.40045766590389015,0.40045766590389015,0,858
0.023919,68,660.557658,hard,0.0914187643020595,0.0914187643020595,0,675
0.218389,60,688.54685,hard,0.2780892448512586,0.2780892448512586,0,597
0.164629,61,707.828164,hard,0.22522883295194507,0.22522883295194507,0,606
0.126189,65,726.446971,hard,0.19078947368421054,0.19078947368421054,0,646
0.08103,70,747.767021,hard,0.15102974828375287,0.15102974828375287,0,700
0.204615,59,766.176389,hard,0.26321510297482836,0.26321510297482836,0,586
0.245598,66,787.402331,hard,0.31069794050343247,0.31069794050343247,0,651
0.092811,67,807.616923,hard,0.15961098398169338,0.15961098398169338,0,668
0.07369,68,828.675921,hard,0.1415903890160183,0.1415903890160183,0,679
0.232836,74,860.218419,hard,0.3062356979405034,0.3062356979405034,0,734
0.17175,60,879.829748,hard,0.23135011441647596,0.23135011441647596,0,596
0.266004,63,899.887525,hard,0.3282036613272311,0.3282036613272311,0,622
0.138396,58,916.990168,hard,0.19639588100686498,0.19639588100686498,0,580
