#{"t_start": 1779135059.987954, "env_id": "None"}
r,l,t,profile,damage_pct,score,stars,ticks_elapsed,spell_casts,rage_casts,freeze_casts,useful_rage_casts,useful_freeze_casts,wasted_spell_casts,wasted_rage_casts,wasted_freeze_casts,spells_remaining,rage_bonus_damage_pct,rage_bonus_defense_damage_pct,rage_bonus_townhall_damage_pct,defense_damage_pct,townhall_damage_pct,defenses_destroyed,townhall_destroyed,frozen_threat_ticks,frozen_threat_damage_pct,spell_shaping_reward_total,objective_shaping_reward_total,rage_effect_reward_total,freeze_effect_reward_total,defense_damage_reward_total,townhall_damage_reward_total,defense_destroy_reward_total,townhall_destroy_reward_total,wasted_spell_penalty_total,unused_spell_penalty_total
0.433179,89,31.403479,hard,0.36520594965675063,0.36520594965675063,0,888,8,4,4,4,4,0,0,0,0,0.016819221967963534,0.019615384615384743,0.0,0.382390109890109,0.0,1,False,136,0.12091549295774648,0.10588672768878724,0.050886813186813096,0.005886727688787237,0.1,0.0458868131868131,0.0,0.005,0.0,0.0,0.0
0.58394,76,54.524322,hard,0.47345537757437073,0.47345537757437073,0,754,8,4,4,4,4,0,0,0,0,0.0,0.0,0.0,0.5490384615384616,0.0,4,False,114,0.08165492957746479,0.1,0.08588461538461539,0.0,0.1,0.06588461538461539,0.0,0.02,0.0,0.0,0.0
0.462931,82,78.858663,hard,0.3805778032036609,0.3805778032036609,0,812,8,4,4,4,4,0,0,0,0,0.010211670480548758,0.0,0.05949999999999743,0.22747252747252747,0.4188333333333308,2,False,81,0.053732394366197186,0.08437338044283996,0.07918003663003637,0.003574084668192065,0.0807992957746479,0.027296703296703296,0.04188333333333308,0.01,0.0,0.0,0.0
0.474465,75,102.085088,hard,0.38458237986270033,0.38458237986270033,0,745,8,4,4,4,4,0,0,0,0,0.008323798627002357,0.0199862637362639,0.0,0.42891483516483436,0.0,2,False,92,0.09380281690140845,0.10291332951945083,0.06146978021978013,0.0029133295194508245,0.1,0.05146978021978013,0.0,0.01,0.0,0.0,0.0
1.687975,89,129.011396,hard,0.5448512585812357,1.5448512585812357,1,885,8,4,4,4,4,0,0,0,0,0.02886727688787197,0.032967032967032954,0.0,0.6098901098901109,0.23333333333333334,5,False,116,0.07528169014084507,0.11010354691075519,0.12152014652014664,0.010103546910755188,0.1,0.07318681318681332,0.023333333333333334,0.025,0.0,0.0,0.0
2.833631,79,153.114963,hard,0.6181922196796339,2.618192219679634,2,788,8,4,4,4,4,0,0,0,0,0.03712242562929059,0.008076923076923063,0.12039999999999905,0.39793956043956014,0.9999999999999961,3,True,66,0.04732394366197183,0.08148580671673056,0.2127527472527468,0.012992848970251707,0.06849295774647886,0.04775274725274721,0.09999999999999959,0.015,0.05,0.0,0.0
0.28572,90,186.636038,hard,0.2469679633867277,0.2469679633867277,0,900,8,4,4,4,4,0,0,0,0,0.0014416475972540204,0.0034615384615384994,0.0,0.30247252747252745,0.0,2,False,72,0.06126760563380282,0.08245528088439102,0.0462967032967033,0.0005045766590389072,0.08195070422535211,0.0362967032967033,0.0,0.01,0.0,0.0,0.0
0.350569,74,208.709564,hard,0.2672196796338673,0.2672196796338673,0,736,8,4,4,4,4,0,0,0,0,0.013215102974828431,0.023365384615384763,0.0,0.3943681318681307,0.0,1,False,94,0.08683098591549296,0.10462528604118995,0.052324175824175694,0.004625286041189951,0.1,0.047324175824175696,0.0,0.005,0.0,0.0,0.0
0.495426,78,231.625409,hard,0.4517162471395881,0.4517162471395881,0,773,8,4,4,4,4,0,0,0,0,0.023684210526315835,0.0,0.0,0.34285714285714286,0.0,2,False,64,0.03943661971830986,0.06986693847294294,0.051142857142857136,0.008289473684210543,0.06157746478873239,0.041142857142857134,0.0,0.01,0.0,0.0,0.0
0.364795,76,254.484679,hard,0.29854691075514866,0.29854691075514866,0,754,8,4,4,4,4,0,0,0,0,0.0009610983981693079,0.0023076923076922394,0.0,0.2609340659340659,0.0,2,False,106,0.09764084507042253,0.10033638443935926,0.04131208791208791,0.00033638443935925775,0.1,0.03131208791208791,0.0,0.01,0.0,0.0,0.0
