profile,seed,damage_pct,score,stars,steps,ticks,terminated,truncated
hard,300095,0.39799771167048054,0.39799771167048054,0,69,684,True,False
medium,300096,0.6253894080996885,2.6253894080996885,2,65,643,True,False
hard,300097,0.21762013729977117,0.21762013729977117,0,60,600,True,False
medium,300098,0.5241433021806854,1.5241433021806854,1,69,688,True,False
hard,300099,0.25852402745995423,0.25852402745995423,0,57,569,True,False
medium,300100,0.36822429906542054,0.36822429906542054,0,65,649,True,False
hard,300101,0.14879862700228833,0.14879862700228833,0,59,587,True,False
medium,300102,0.3857476635514019,0.3857476635514019,0,70,693,True,False
hard,300103,0.27391304347826084,0.27391304347826084,0,77,763,True,False
medium,300104,0.782398753894081,1.782398753894081,1,67,668,True,False
hard,300105,0.3383295194508009,0.3383295194508009,0,60,593,True,False
medium,300106,0.7204828660436137,2.720482866043614,2,69,687,True,False
hard,300107,0.29353546910755146,0.29353546910755146,0,79,784,True,False
medium,300108,0.860202492211838,2.860202492211838,2,90,900,False,True
hard,300109,0.3217391304347826,0.3217391304347826,0,63,629,True,False
medium,300110,0.29190031152647977,0.29190031152647977,0,72,715,True,False
hard,300111,0.11744851258581236,0.11744851258581236,0,72,715,True,False
medium,300112,0.5571651090342679,2.5571651090342677,2,67,664,True,False
hard,300113,0.1919908466819222,0.1919908466819222,0,72,716,True,False
medium,300114,0.5087227414330218,1.5087227414330218,1,64,636,True,False
hard,300115,0.1826659038901602,0.1826659038901602,0,57,566,True,False
medium,300116,0.30389408099688475,0.30389408099688475,0,63,624,True,False
hard,300117,0.22854691075514874,0.22854691075514874,0,63,621,True,False
medium,300118,0.7292834890965733,2.729283489096573,2,61,604,True,False
hard,300119,0.44136155606407323,0.44136155606407323,0,67,669,True,False
medium,300120,0.5744548286604362,1.574454828660436,1,68,679,True,False
hard,300121,0.22202517162471397,0.22202517162471397,0,59,587,True,False
medium,300122,0.24104361370716512,0.24104361370716512,0,75,741,True,False
hard,300123,0.19651029748283752,0.19651029748283752,0,64,637,True,False
medium,300124,0.3037383177570093,0.3037383177570093,0,63,626,True,False
hard,300125,0.3554919908466819,0.3554919908466819,0,67,663,True,False
medium,300126,0.5818535825545171,1.5818535825545172,1,90,900,False,True
hard,300127,0.2797482837528604,0.2797482837528604,0,63,627,True,False
medium,300128,0.3694704049844237,0.3694704049844237,0,77,766,True,False
hard,300129,0.10583524027459955,0.10583524027459955,0,59,586,True,False
medium,300130,0.2961059190031153,0.2961059190031153,0,57,569,True,False
hard,300131,0.22282608695652173,0.22282608695652173,0,59,588,True,False
medium,300132,0.6688473520249221,1.668847352024922,1,90,900,False,True
hard,300133,0.17116704805491992,0.17116704805491992,0,56,556,True,False
medium,300134,0.10903426791277258,0.10903426791277258,0,62,611,True,False
hard,300135,0.4381578947368421,0.4381578947368421,0,71,702,True,False
medium,300136,0.45241433021806854,0.45241433021806854,0,74,739,True,False
hard,300137,0.15795194508009153,0.15795194508009153,0,60,593,True,False
medium,300138,0.4567757009345794,0.4567757009345794,0,90,900,False,True
hard,300139,0.20326086956521738,0.20326086956521738,0,61,601,True,False
medium,300140,0.31534267912772584,0.31534267912772584,0,66,657,True,False
hard,300141,0.20594965675057209,0.20594965675057209,0,60,596,True,False
medium,300142,0.7919781931464175,2.7919781931464174,2,88,880,True,False
hard,300143,0.2922196796338673,0.2922196796338673,0,79,787,True,False
medium,300144,0.6003894080996884,2.6003894080996885,2,63,624,True,False
hard,300145,0.21252860411899313,0.21252860411899313,0,59,585,True,False
medium,300146,0.619392523364486,1.619392523364486,1,69,687,True,False
hard,300147,0.3912471395881007,0.3912471395881007,0,60,593,True,False
medium,300148,0.7733644859813084,2.7733644859813085,2,81,809,True,False
hard,300149,0.3294050343249428,0.3294050343249428,0,67,664,True,False
medium,300150,0.9376947040498442,2.9376947040498442,2,85,849,True,False
hard,300151,0.26498855835240276,0.26498855835240276,0,60,594,True,False
medium,300152,0.40046728971962614,0.40046728971962614,0,59,590,True,False
hard,300153,0.21001144164759725,0.21001144164759725,0,61,601,True,False
medium,300154,0.3993769470404984,0.3993769470404984,0,61,610,True,False
hard,300155,0.2790045766590389,0.2790045766590389,0,79,781,True,False
medium,300156,0.30825545171339563,0.30825545171339563,0,60,593,True,False
hard,300157,0.21853546910755148,0.21853546910755148,0,76,757,True,False
medium,300158,0.553816199376947,1.553816199376947,1,66,660,True,False
hard,300159,0.29851258581235696,0.29851258581235696,0,90,900,False,True
medium,300160,0.2766433021806854,0.2766433021806854,0,58,575,True,False
hard,300161,0.3347254004576659,0.3347254004576659,0,90,900,False,True
medium,300162,0.6264797507788162,2.6264797507788162,2,78,778,True,False
hard,300163,0.19633867276887873,0.19633867276887873,0,65,641,True,False
medium,300164,1.0,4.0,3,90,891,True,False
hard,300165,0.21853546910755148,0.21853546910755148,0,59,586,True,False
medium,300166,0.3922897196261682,0.3922897196261682,0,69,688,True,False
hard,300167,0.2261441647597254,0.2261441647597254,0,63,629,True,False
medium,300168,0.5701713395638629,1.570171339563863,1,90,900,False,True
hard,300169,0.15251716247139588,0.15251716247139588,0,60,593,True,False
medium,300170,0.6034267912772585,1.6034267912772586,1,84,840,True,False
hard,300171,0.18672768878718535,0.18672768878718535,0,58,580,True,False
medium,300172,0.2541277258566978,0.2541277258566978,0,58,579,True,False
hard,300173,0.3464187643020595,0.3464187643020595,0,84,840,True,False
medium,300174,0.8098130841121496,2.8098130841121494,2,90,900,False,True
hard,300175,0.1818649885583524,0.1818649885583524,0,64,639,True,False
medium,300176,0.38029595015576323,0.38029595015576323,0,69,687,True,False
hard,300177,0.19805491990846683,0.19805491990846683,0,60,600,True,False
medium,300178,0.6651869158878505,2.6651869158878503,2,72,720,True,False
hard,300179,0.24605263157894736,0.24605263157894736,0,70,692,True,False
medium,300180,0.3492523364485981,0.3492523364485981,0,60,595,True,False
hard,300181,0.2741990846681922,0.2741990846681922,0,69,681,True,False
medium,300182,0.6347352024922118,1.634735202492212,1,65,641,True,False
hard,300183,0.17717391304347826,0.17717391304347826,0,58,574,True,False
medium,300184,0.45607476635514016,0.45607476635514016,0,62,615,True,False
hard,300185,0.3017734553775744,0.3017734553775744,0,65,650,True,False
medium,300186,0.706386292834891,2.7063862928348907,2,77,769,True,False
hard,300187,0.2500572082379863,0.2500572082379863,0,57,567,True,False
medium,300188,0.37149532710280375,0.37149532710280375,0,68,680,True,False
hard,300189,0.2084096109839817,0.2084096109839817,0,62,616,True,False
medium,300190,0.5592679127725857,1.5592679127725857,1,78,776,True,False
hard,300191,0.31859267734553776,0.31859267734553776,0,62,614,True,False
medium,300192,1.0,4.0,3,84,832,True,False
hard,300193,0.21681922196796338,0.21681922196796338,0,62,616,True,False
medium,300194,0.4092679127725857,0.4092679127725857,0,69,688,True,False
hard,300195,0.14319221967963386,0.14319221967963386,0,71,702,True,False
medium,300196,0.2646417445482866,0.2646417445482866,0,72,717,True,False
hard,300197,0.22294050343249427,0.22294050343249427,0,65,646,True,False
medium,300198,0.37904984423676014,0.37904984423676014,0,57,563,True,False
hard,300199,0.2902173913043478,0.2902173913043478,0,64,640,True,False
medium,300200,0.7598130841121495,2.7598130841121495,2,90,900,False,True
hard,300201,0.05482265446224252,0.05482265446224252,0,64,637,True,False
medium,300202,0.45584112149532713,1.455841121495327,1,71,710,True,False
hard,300203,0.3155034324942792,0.3155034324942792,0,67,662,True,False
medium,300204,0.8127725856697819,2.812772585669782,2,90,900,False,True
hard,300205,0.2628718535469107,0.2628718535469107,0,61,607,True,False
medium,300206,0.5088785046728972,1.5088785046728972,1,73,728,True,False
hard,300207,0.2501716247139588,0.2501716247139588,0,66,654,True,False
medium,300208,0.46160436137071653,0.46160436137071653,0,65,643,True,False
hard,300209,0.17391304347826086,0.17391304347826086,0,65,650,True,False
medium,300210,0.43855140186915886,0.43855140186915886,0,63,621,True,False
hard,300211,0.19284897025171624,0.19284897025171624,0,73,723,True,False
medium,300212,0.5766355140186916,1.5766355140186916,1,67,663,True,False
hard,300213,0.3157894736842105,0.3157894736842105,0,63,625,True,False
medium,300214,0.4229750778816199,0.4229750778816199,0,69,687,True,False
hard,300215,0.29376430205949655,0.29376430205949655,0,58,580,True,False
medium,300216,0.5036604361370717,1.5036604361370718,1,80,793,True,False
hard,300217,0.15337528604118994,0.15337528604118994,0,60,598,True,False
medium,300218,0.5137071651090342,2.513707165109034,2,60,599,True,False
hard,300219,0.3327231121281464,0.3327231121281464,0,59,581,True,False
medium,300220,0.2879283489096573,0.2879283489096573,0,67,663,True,False
hard,300221,0.2128146453089245,0.2128146453089245,0,65,649,True,False
medium,300222,0.46869158878504674,0.46869158878504674,0,71,709,True,False
hard,300223,0.21252860411899313,0.21252860411899313,0,63,623,True,False
medium,300224,0.8487538940809969,2.848753894080997,2,70,697,True,False
hard,300225,0.23775743707093822,0.23775743707093822,0,70,693,True,False
medium,300226,0.777803738317757,2.7778037383177567,2,67,663,True,False
hard,300227,0.3551487414187643,0.3551487414187643,0,78,772,True,False
medium,300228,0.3311526479750779,0.3311526479750779,0,66,655,True,False
hard,300229,0.18077803203661327,0.18077803203661327,0,90,900,False,True
medium,300230,0.5810747663551402,1.5810747663551403,1,72,719,True,False
hard,300231,0.18564073226544622,0.18564073226544622,0,61,601,True,False
medium,300232,0.45973520249221184,0.45973520249221184,0,62,615,True,False
hard,300233,0.33375286041189933,0.33375286041189933,0,90,900,False,True
medium,300234,0.848208722741433,2.848208722741433,2,83,827,True,False
hard,300235,0.27854691075514876,0.27854691075514876,0,75,743,True,False
medium,300236,0.5687694704049844,1.5687694704049844,1,81,805,True,False
hard,300237,0.2465675057208238,0.2465675057208238,0,62,613,True,False
medium,300238,0.7614485981308411,2.761448598130841,2,90,900,False,True
hard,300239,0.07379862700228833,0.07379862700228833,0,60,593,True,False
medium,300240,0.5367601246105919,1.5367601246105917,1,66,654,True,False
hard,300241,0.10503432494279176,0.10503432494279176,0,58,579,True,False
medium,300242,0.5043613707165109,1.5043613707165109,1,73,723,True,False
hard,300243,0.2537757437070938,0.2537757437070938,0,70,698,True,False
medium,300244,0.4883956386292835,0.4883956386292835,0,68,677,True,False
hard,300245,0.29822654462242565,0.29822654462242565,0,58,580,True,False
medium,300246,0.6575545171339564,1.6575545171339563,1,90,900,False,True
hard,300247,0.2914187643020595,0.2914187643020595,0,67,666,True,False
medium,300248,0.7779595015576324,1.7779595015576324,1,79,787,True,False
hard,300249,0.24290617848970253,0.24290617848970253,0,75,747,True,False
medium,300250,0.34813084112149534,0.34813084112149534,0,66,654,True,False
hard,300251,0.14038901601830664,0.14038901601830664,0,61,608,True,False
medium,300252,0.9197819314641744,2.9197819314641746,2,90,900,False,True
hard,300253,0.1526887871853547,0.1526887871853547,0,61,610,True,False
medium,300254,0.22694704049844236,0.22694704049844236,0,75,750,True,False
hard,300255,0.17854691075514875,0.17854691075514875,0,64,632,True,False
medium,300256,0.5457165109034268,2.5457165109034268,2,64,634,True,False
hard,300257,0.16321510297482839,0.16321510297482839,0,63,627,True,False
medium,300258,0.4562305295950156,0.4562305295950156,0,67,662,True,False
hard,300259,0.12374141876430206,0.12374141876430206,0,60,594,True,False
medium,300260,0.4544392523364486,0.4544392523364486,0,64,632,True,False
hard,300261,0.28861556064073224,0.28861556064073224,0,70,699,True,False
medium,300262,0.584696261682243,2.584696261682243,2,63,626,True,False
hard,300263,0.20251716247139587,0.20251716247139587,0,64,636,True,False
medium,300264,0.3852803738317757,0.3852803738317757,0,90,900,False,True
hard,300265,0.2826086956521739,0.2826086956521739,0,67,662,True,False
medium,300266,0.7238317757009346,2.7238317757009347,2,75,744,True,False
hard,300267,0.27252288329519453,0.27252288329519453,0,58,578,True,False
medium,300268,0.7728971962616823,2.7728971962616824,2,68,679,True,False
hard,300269,0.15657894736842104,0.15657894736842104,0,59,581,True,False
medium,300270,0.5855919003115265,1.5855919003115266,1,90,900,False,True
hard,300271,0.13278032036613271,0.13278032036613271,0,89,889,True,False
medium,300272,0.16152647975077883,0.16152647975077883,0,58,577,True,False
hard,300273,0.12797482837528604,0.12797482837528604,0,70,694,True,False
medium,300274,0.3899532710280374,0.3899532710280374,0,57,567,True,False
hard,300275,0.17070938215102974,0.17070938215102974,0,59,583,True,False
medium,300276,0.22912772585669783,0.22912772585669783,0,58,578,True,False
hard,300277,0.2513729977116705,0.2513729977116705,0,62,611,True,False
medium,300278,0.5211059190031153,1.5211059190031153,1,62,613,True,False
hard,300279,0.20200228832951944,0.20200228832951944,0,63,624,True,False
medium,300280,0.4205607476635514,0.4205607476635514,0,70,696,True,False
hard,300281,0.17797482837528605,0.17797482837528605,0,58,580,True,False
medium,300282,0.4051401869158878,0.4051401869158878,0,60,594,True,False
hard,300283,0.09782608695652174,0.09782608695652174,0,69,682,True,False
medium,300284,0.7806853582554517,2.7806853582554516,2,78,773,True,False
hard,300285,0.265675057208238,0.265675057208238,0,70,693,True,False
medium,300286,0.8760124610591901,2.87601246105919,2,90,900,False,True
hard,300287,0.2452517162471396,0.2452517162471396,0,59,587,True,False
medium,300288,0.29163551401869164,0.29163551401869164,0,72,711,True,False
hard,300289,0.1238558352402746,0.1238558352402746,0,63,623,True,False
medium,300290,0.6008566978193146,1.6008566978193146,1,90,900,False,True
hard,300291,0.2852974828375286,0.2852974828375286,0,82,815,True,False
medium,300292,0.4927570093457944,0.4927570093457944,0,76,757,True,False
hard,300293,0.24204805491990847,0.24204805491990847,0,60,592,True,False
medium,300294,0.6697040498442368,2.6697040498442366,2,63,629,True,False
hard,300295,0.3046910755148741,0.3046910755148741,0,64,635,True,False
medium,300296,0.6970404984423676,1.6970404984423677,1,87,870,True,False
hard,300297,0.14038901601830664,0.14038901601830664,0,61,607,True,False
medium,300298,0.425,0.425,0,64,633,True,False
hard,300299,0.16854691075514877,0.16854691075514877,0,60,593,True,False
medium,300300,0.4769470404984424,0.4769470404984424,0,63,628,True,False
hard,300301,0.20326086956521738,0.20326086956521738,0,58,576,True,False
medium,300302,0.43878504672897195,0.43878504672897195,0,64,636,True,False
hard,300303,0.2820938215102975,0.2820938215102975,0,62,617,True,False
medium,300304,0.6755451713395638,1.675545171339564,1,90,900,False,True
hard,300305,0.3915903890160183,0.3915903890160183,0,60,597,True,False
medium,300306,0.5032710280373832,1.5032710280373833,1,67,663,True,False
hard,300307,0.40045766590389015,0.40045766590389015,0,68,678,True,False
medium,300308,0.47618380062305293,0.47618380062305293,0,68,675,True,False
hard,300309,0.17997711670480548,0.17997711670480548,0,60,596,True,False
medium,300310,0.7300623052959502,1.73006230529595,1,90,900,False,True
hard,300311,0.19319221967963388,0.19319221967963388,0,59,585,True,False
medium,300312,0.7276479750778816,2.7276479750778817,2,75,742,True,False
hard,300313,0.21161327231121282,0.21161327231121282,0,58,579,True,False
medium,300314,0.45295950155763237,0.45295950155763237,0,75,748,True,False
hard,300315,0.30577803203661325,0.30577803203661325,0,64,635,True,False
medium,300316,0.92398753894081,2.92398753894081,2,90,900,False,True
hard,300317,0.2974828375286041,0.2974828375286041,0,83,828,True,False
medium,300318,0.47990654205607475,0.47990654205607475,0,73,721,True,False
hard,300319,0.2204233409610984,0.2204233409610984,0,76,760,True,False
medium,300320,0.7296728971962617,2.7296728971962616,2,72,711,True,False
hard,300321,0.38844393592677345,0.38844393592677345,0,60,594,True,False
medium,300322,0.397196261682243,0.397196261682243,0,70,697,True,False
hard,300323,0.13918764302059497,0.13918764302059497,0,74,734,True,False
medium,300324,0.3356697819314642,0.3356697819314642,0,75,745,True,False
hard,300325,0.14038901601830664,0.14038901601830664,0,69,682,True,False
medium,300326,0.4380841121495327,0.4380841121495327,0,81,807,True,False
hard,300327,0.1238558352402746,0.1238558352402746,0,60,595,True,False
medium,300328,0.4172118380062305,0.4172118380062305,0,62,617,True,False
hard,300329,0.4236842105263158,0.4236842105263158,0,59,587,True,False
medium,300330,0.7896417445482866,2.7896417445482866,2,59,587,True,False
hard,300331,0.3322654462242563,0.3322654462242563,0,62,612,True,False
medium,300332,0.5418224299065421,1.5418224299065422,1,71,705,True,False
hard,300333,0.1419908466819222,0.1419908466819222,0,63,629,True,False
medium,300334,0.6565420560747663,1.6565420560747663,1,67,667,True,False
hard,300335,0.2032036613272311,0.2032036613272311,0,58,579,True,False
medium,300336,0.42624610591900314,0.42624610591900314,0,68,678,True,False
hard,300337,0.21802059496567505,0.21802059496567505,0,64,633,True,False
medium,300338,0.8111370716510904,2.8111370716510904,2,79,789,True,False
hard,300339,0.3700800915331808,0.3700800915331808,0,66,657,True,False
medium,300340,0.4287383177570093,0.4287383177570093,0,67,668,True,False
hard,300341,0.3867848970251716,0.3867848970251716,0,60,591,True,False
medium,300342,0.4937694704049844,0.4937694704049844,0,66,652,True,False
hard,300343,0.24016018306636155,0.24016018306636155,0,63,623,True,False
medium,300344,0.3713395638629283,0.3713395638629283,0,57,561,True,False
hard,300345,0.38323798627002287,0.38323798627002287,0,64,631,True,False
medium,300346,0.8874610591900312,2.887461059190031,2,69,684,True,False
hard,300347,0.2878146453089245,0.2878146453089245,0,62,619,True,False
medium,300348,0.37982866043613706,0.37982866043613706,0,67,665,True,False
hard,300349,0.35469107551487417,0.35469107551487417,0,60,591,True,False
medium,300350,0.4409657320872274,0.4409657320872274,0,72,720,True,False
hard,300351,0.05326086956521739,0.05326086956521739,0,59,586,True,False
medium,300352,0.6487538940809969,1.648753894080997,1,78,772,True,False
hard,300353,0.2334096109839817,0.2334096109839817,0,62,612,True,False
medium,300354,0.47873831775700937,0.47873831775700937,0,66,651,True,False
hard,300355,0.19038901601830663,0.19038901601830663,0,61,604,True,False
medium,300356,0.8476635514018691,2.847663551401869,2,65,650,True,False
hard,300357,0.3732265446224256,0.3732265446224256,0,68,671,True,False
medium,300358,0.6958722741433022,2.6958722741433023,2,69,683,True,False
