#{"t_start": 1778905818.3448482, "env_id": "None"}
r,l,t,damage_pct,score,stars,ticks_elapsed
0.240697,69,25.65115,0.3094965675057208,0.3094965675057208,0,688
0.31313,64,46.335811,0.37643020594965676,0.37643020594965676,0,633
0.260504,56,65.815598,0.31590389016018305,0.31590389016018305,0,554
1.471751,61,88.350803,0.5325514874141877,1.5325514874141877,1,608
0.19678,61,111.5806,0.25737986270022883,0.25737986270022883,0,606
0.33122,62,134.282758,0.3926201372997712,0.3926201372997712,0,614
2.562668,72,160.999314,0.6346681922196796,2.6346681922196797,2,720
0.173792,58,181.349949,0.2308924485125858,0.2308924485125858,0,571
0.219493,63,210.071182,0.2816933638443936,0.2816933638443936,0,622
0.211074,54,228.745332,0.2648741418764302,0.2648741418764302,0,538
0.198082,61,251.24048,0.2589816933638444,0.2589816933638444,0,609
0.270214,55,269.889202,0.32511441647597256,0.32511441647597256,0,549
0.237323,59,290.522584,0.2954233409610984,0.2954233409610984,0,581
2.4674,71,315.550724,0.537700228832952,2.5377002288329518,2,703
0.146911,63,337.702828,0.20921052631578949,0.20921052631578949,0,623
0.20827,54,357.205656,0.26167048054919906,0.26167048054919906,0,534
1.306268,54,381.902482,0.35966819221967966,1.3596681922196796,1,534
0.290186,60,403.234673,0.34988558352402743,0.34988558352402743,0,597
0.159731,56,423.912167,0.21493135011441647,0.21493135011441647,0,552
0.255482,54,444.50827,0.3093821510297483,0.3093821510297483,0,539
0.30617,56,463.516762,0.3612700228832952,0.3612700228832952,0,551
2.521707,72,489.228264,0.5937070938215103,2.5937070938215103,2,720
0.113749,55,508.222359,0.16784897025171625,0.16784897025171625,0,541
0.051539,58,528.36866,0.10903890160183066,0.10903890160183066,0,575
0.299669,61,549.627955,0.3604691075514874,0.3604691075514874,0,608
0.303657,59,575.85821,0.3623569794050343,0.3623569794050343,0,587
0.251293,56,595.787241,0.3066933638443936,0.3066933638443936,0,554
0.073459,53,615.154486,0.12625858123569794,0.12625858123569794,0,528
0.025004,54,635.722281,0.078604118993135,0.078604118993135,0,536
0.069439,53,655.13123,0.12173913043478261,0.12173913043478261,0,523
0.307202,58,675.889462,0.3643020594965675,0.3643020594965675,0,571
0.138996,58,696.264903,0.19639588100686498,0.19639588100686498,0,574
0.223446,54,716.158727,0.2773455377574371,0.2773455377574371,0,539
0.144699,55,736.028919,0.19879862700228834,0.19879862700228834,0,541
2.576037,69,767.477335,0.6447368421052632,2.6447368421052633,2,687
0.095403,58,789.906031,0.15280320366132724,0.15280320366132724,0,574
0.301667,57,811.956804,0.35846681922196794,0.35846681922196794,0,568
0.201971,61,834.430712,0.2624713958810069,0.2624713958810069,0,605
0.155328,57,855.264352,0.21172768878718534,0.21172768878718534,0,564
0.151492,54,875.20611,0.20549199084668193,0.20549199084668193,0,540
2.505574,72,902.487141,0.5775743707093821,2.577574370709382,2,720
0.197775,56,920.988032,0.2533752860411899,0.2533752860411899,0,556
0.201978,55,940.371819,0.25617848970251716,0.25617848970251716,0,542
0.156775,59,967.999014,0.21567505720823799,0.21567505720823799,0,589
0.14161,68,992.478769,0.20881006864988558,0.20881006864988558,0,672
0.17105,60,1014.337494,0.23094965675057208,0.23094965675057208,0,599
0.289149,55,1034.804727,0.34324942791762014,0.34324942791762014,0,541
0.10084,59,1057.273564,0.15983981693363844,0.15983981693363844,0,590
0.172444,54,1078.651895,0.2261441647597254,0.2261441647597254,0,537
0.240192,65,1101.569193,0.30509153318077803,0.30509153318077803,0,649
0.107298,54,1120.44282,0.16109839816933638,0.16109839816933638,0,538
0.070959,56,1145.179276,0.12665903890160182,0.12665903890160182,0,557
0.226227,72,1172.342105,0.29822654462242565,0.29822654462242565,0,720
0.142212,69,1199.745443,0.21041189931350116,0.21041189931350116,0,682
0.248734,56,1222.343101,0.30463386727688785,0.30463386727688785,0,559
0.329552,66,1246.394298,0.39525171624713956,0.39525171624713956,0,657
0.202364,54,1266.032894,0.2560640732265446,0.2560640732265446,0,537
0.156219,61,1289.391946,0.2164187643020595,0.2164187643020595,0,602
0.178258,60,1311.01531,0.2381578947368421,0.2381578947368421,0,599
0.253804,63,1335.735548,0.31590389016018305,0.31590389016018305,0,621
0.284173,55,1362.40116,0.3390732265446224,0.3390732265446224,0,549
0.287952,58,1382.270853,0.3452517162471396,0.3452517162471396,0,573
0.294654,53,1400.460077,0.34685354691075515,0.34685354691075515,0,522
0.134789,56,1423.365703,0.19038901601830663,0.19038901601830663,0,556
0.183039,52,1442.447696,0.23443935926773454,0.23443935926773454,0,514
0.106865,63,1467.175304,0.16956521739130434,0.16956521739130434,0,627
0.222344,54,1487.663493,0.2761441647597254,0.2761441647597254,0,538
0.251678,55,1508.103772,0.30577803203661325,0.30577803203661325,0,541
0.205268,54,1528.333219,0.2592677345537757,0.2592677345537757,0,540
0.183642,54,1554.638238,0.23684210526315788,0.23684210526315788,0,532
0.262508,57,1576.857845,0.3191075514874142,0.3191075514874142,0,566
