#{"t_start": 1779077250.5246613, "env_id": "None"}
r,l,t,profile,damage_pct,score,stars,ticks_elapsed,spell_casts,rage_casts,freeze_casts,useful_rage_casts,useful_freeze_casts,wasted_spell_casts,wasted_rage_casts,wasted_freeze_casts,spells_remaining,rage_bonus_damage_pct,frozen_threat_ticks,spell_shaping_reward_total,rage_effect_reward_total,freeze_effect_reward_total,wasted_spell_penalty_total,unused_spell_penalty_total
2.868526,80,24.174932,medium,0.8894859813084112,2.889485981308411,2,794,4,2,2,2,2,0,0,0,0,0.029602803738317918,27,0.05844042056074769,0.004440420560747688,0.054,0.0,0.0
2.899743,76,46.104671,medium,0.8743769470404984,2.8743769470404983,2,751,4,2,2,2,2,0,0,0,0,0.0031074766355140148,58,0.1004661214953271,0.0004661214953271022,0.1,0.0,0.0
1.538151,63,63.714379,medium,0.5544392523364486,1.5544392523364485,1,623,4,2,2,2,2,0,0,0,0,7.788161993769478e-05,23,0.046011682242990654,1.1682242990654215e-05,0.046,0.0,0.0
2.776661,65,82.132812,medium,0.7874610591900312,2.787461059190031,2,648,4,2,2,2,2,0,0,0,0,0.0,27,0.054,0.0,0.054,0.0,0.0
1.641622,77,103.921947,medium,0.6499221183800623,1.6499221183800623,1,763,4,2,2,2,2,0,0,0,0,0.0,34,0.068,0.0,0.068,0.0,0.0
2.896692,90,128.521934,medium,0.8830218068535826,2.8830218068535824,2,900,4,2,2,2,2,0,0,0,0,0.024470404984423752,96,0.10367056074766356,0.003670560747663563,0.1,0.0,0.0
1.764379,67,152.412978,medium,0.7661214953271028,1.766121495327103,1,666,4,2,2,2,2,0,0,0,0,0.03238317757009343,30,0.06485747663551401,0.004857476635514015,0.06,0.0,0.0
2.746334,83,175.302769,medium,0.77398753894081,2.77398753894081,2,826,4,2,2,2,2,0,0,0,0,0.0063084112149532755,27,0.05494626168224299,0.0009462616822429913,0.054,0.0,0.0
2.863269,70,194.803741,medium,0.8566978193146417,2.8566978193146415,2,695,4,2,2,2,2,0,0,0,0,0.05380841121495194,34,0.07607126168224279,0.008071261682242791,0.068,0.0,0.0
2.736493,90,220.299201,medium,0.7258566978193146,2.7258566978193146,2,900,4,2,2,2,2,0,0,0,0,0.030911214953270694,48,0.1006366822429906,0.004636682242990604,0.096,0.0,0.0
