#{"t_start": 1779077250.6046286, "env_id": "None"}
r,l,t,profile,damage_pct,score,stars,ticks_elapsed,spell_casts,rage_casts,freeze_casts,useful_rage_casts,useful_freeze_casts,wasted_spell_casts,wasted_rage_casts,wasted_freeze_casts,spells_remaining,rage_bonus_damage_pct,frozen_threat_ticks,spell_shaping_reward_total,rage_effect_reward_total,freeze_effect_reward_total,wasted_spell_penalty_total,unused_spell_penalty_total
1.521981,73,22.192248,hard,0.4911899313501144,1.4911899313501145,1,722,4,2,2,2,2,0,0,0,0,0.01994279176201336,72,0.10299141876430201,0.002991418764302004,0.1,0.0,0.0
0.132062,61,39.946286,hard,0.09249999999999999,0.09249999999999999,0,606,4,2,2,2,2,0,0,0,0,0.0010812356979405153,75,0.10016218535469108,0.0001621853546910773,0.1,0.0,0.0
0.291,73,60.281654,hard,0.29401601830663626,0.29401601830663626,0,728,4,2,2,2,2,0,0,0,0,0.011893592677345622,34,0.06978403890160184,0.0017840389016018435,0.068,0.0,0.0
0.201737,61,77.542731,hard,0.25998855835240253,0.25998855835240253,0,609,4,2,2,2,2,0,0,0,0,0.004324942791761827,1,0.002648741418764274,0.0006487414187642741,0.002,0.0,0.0
0.09182,63,95.156571,hard,0.09221967963386728,0.09221967963386728,0,624,4,2,2,2,2,0,0,0,0,0.0,31,0.062000000000000006,0.0,0.062000000000000006,0.0,0.0
0.321222,75,115.880683,hard,0.2931350114416476,0.2931350114416476,0,744,4,2,2,2,2,0,0,0,0,0.016578947368421106,72,0.10248684210526317,0.002486842105263166,0.1,0.0,0.0
0.384598,79,138.118159,hard,0.3623569794050343,0.3623569794050343,0,783,4,2,2,2,2,0,0,0,0,0.0036041189931350507,63,0.10054061784897027,0.0005406178489702576,0.1,0.0,0.0
0.386311,64,160.831951,hard,0.3512585812356979,0.3512585812356979,0,632,4,2,2,2,2,0,0,0,0,0.015017162471395966,48,0.0982525743707094,0.002252574370709395,0.096,0.0,0.0
0.150005,58,176.835607,hard,0.15923340961098395,0.15923340961098395,0,573,4,2,2,2,2,0,0,0,0,0.00048054919908464757,24,0.0480720823798627,7.208237986269713e-05,0.048,0.0,0.0
0.159912,59,193.364153,hard,0.12196796338672769,0.12196796338672769,0,582,4,2,2,2,2,0,0,0,0,0.000961098398169347,48,0.0961441647597254,0.00014416475972540204,0.096,0.0,0.0
0.472357,67,212.183684,hard,0.435812356979405,0.435812356979405,0,666,4,2,2,2,2,0,0,0,0,0.020961098398168974,91,0.10314416475972535,0.0031441647597253465,0.1,0.0,0.0
0.263975,90,237.789765,hard,0.25737986270022883,0.25737986270022883,0,900,4,2,2,2,2,0,0,0,0,0.003964530892448524,48,0.09659467963386728,0.0005946796338672786,0.096,0.0,0.0
0.252891,76,259.270237,hard,0.2787185354691076,0.2787185354691076,0,759,4,2,2,2,2,0,0,0,0,0.0004805491990846685,25,0.0500720823798627,7.208237986270027e-05,0.05,0.0,0.0
0.246707,56,274.873409,hard,0.20640732265446224,0.20640732265446224,0,557,4,2,2,2,2,0,0,0,0,0.0,48,0.096,0.0,0.096,0.0,0.0
0.341394,59,291.357599,hard,0.30257437070938215,0.30257437070938215,0,590,4,2,2,2,2,0,0,0,0,0.01213386727688796,48,0.0978200800915332,0.0018200800915331937,0.096,0.0,0.0
0.352074,66,314.785749,hard,0.31630434782608696,0.31630434782608696,0,655,4,2,2,2,2,0,0,0,0,0.008466819221967962,57,0.1012700228832952,0.0012700228832951944,0.1,0.0,0.0
0.244503,65,333.236109,hard,0.22305491990846682,0.22305491990846682,0,643,4,2,2,2,2,0,0,0,0,0.011653318077803284,42,0.08574799771167049,0.0017479977116704926,0.084,0.0,0.0
0.283695,57,349.047802,hard,0.25829519450800914,0.25829519450800914,0,566,4,2,2,2,2,0,0,0,0,0.0,41,0.08199999999999999,0.0,0.08199999999999999,0.0,0.0
0.253282,58,365.522304,hard,0.24050343249427916,0.24050343249427916,0,576,4,2,2,2,2,0,0,0,0,0.01585812356979407,34,0.07037871853546912,0.002378718535469111,0.068,0.0,0.0
0.289853,59,382.169594,hard,0.28381006864988517,0.28381006864988517,0,583,4,2,2,2,2,0,0,0,0,0.015617848970251336,31,0.0643426773455377,0.0023426773455377,0.062,0.0,0.0
0.277443,66,401.030879,hard,0.2634267734553775,0.2634267734553775,0,655,4,2,2,2,2,0,0,0,0,0.010108695652173823,39,0.07951630434782607,0.0015163043478260733,0.078,0.0,0.0
0.416335,75,422.730343,hard,0.4169908466819222,0.4169908466819222,0,748,4,2,2,2,2,0,0,0,0,0.014296338672768867,36,0.07414445080091533,0.00214445080091533,0.07200000000000001,0.0,0.0
0.383447,67,441.115554,hard,0.34930205949656723,0.34930205949656723,0,669,4,2,2,2,2,0,0,0,0,0.006967963386727388,72,0.10104519450800911,0.0010451945080091082,0.1,0.0,0.0
0.182319,64,463.906121,hard,0.1482837528604119,0.1482837528604119,0,631,4,2,2,2,2,0,0,0,0,0.007568649885583567,48,0.09713529748283754,0.001135297482837535,0.096,0.0,0.0
0.254569,62,482.059793,hard,0.2160183066361556,0.2160183066361556,0,619,4,2,2,2,2,0,0,0,0,0.0030034324942791713,96,0.10045051487414187,0.0004505148741418757,0.1,0.0,0.0
0.344997,90,507.890099,hard,0.337929061784897,0.337929061784897,0,900,4,2,2,2,2,0,0,0,0,0.007122425629290619,48,0.0970683638443936,0.0010683638443935927,0.096,0.0,0.0
0.34761,63,526.153122,hard,0.3099771167048054,0.3099771167048054,0,628,4,2,2,2,2,0,0,0,0,0.0028832951945078848,51,0.1004324942791762,0.0004324942791761827,0.1,0.0,0.0
0.243305,67,545.093401,hard,0.2181350114416476,0.2181350114416476,0,664,4,2,2,2,2,0,0,0,0,0.010469107551487413,45,0.09157036613272311,0.0015703661327231117,0.09,0.0,0.0
0.317299,62,562.946421,hard,0.2906178489702517,0.2906178489702517,0,613,4,2,2,2,2,0,0,0,0,0.013209382151029807,43,0.08798140732265447,0.001981407322654471,0.086,0.0,0.0
0.228799,59,579.882164,hard,0.1907723112128145,0.1907723112128145,0,590,4,2,2,2,2,0,0,0,0,0.006847826086956337,48,0.09702717391304345,0.0010271739130434505,0.096,0.0,0.0
