#{"t_start": 1779077250.6305366, "env_id": "None"}
r,l,t,profile,damage_pct,score,stars,ticks_elapsed,spell_casts,rage_casts,freeze_casts,useful_rage_casts,useful_freeze_casts,wasted_spell_casts,wasted_rage_casts,wasted_freeze_casts,spells_remaining,rage_bonus_damage_pct,frozen_threat_ticks,spell_shaping_reward_total,rage_effect_reward_total,freeze_effect_reward_total,wasted_spell_penalty_total,unused_spell_penalty_total
0.055913,57,18.176384,hard,0.08621281464530893,0.08621281464530893,0,563,4,2,2,2,2,0,0,0,0,0.0,13,0.026000000000000002,0.0,0.026000000000000002,0.0,0.0
0.162711,78,40.222569,hard,0.1719107551487414,0.1719107551487414,0,772,4,2,2,2,2,0,0,0,0,0.0,34,0.068,0.0,0.068,0.0,0.0
0.18788,57,56.193761,hard,0.1446796338672769,0.1446796338672769,0,568,4,2,2,2,2,0,0,0,0,0.0,120,0.1,0.0,0.1,0.0,0.0
0.297366,61,73.335816,hard,0.31098398169336383,0.31098398169336383,0,607,4,2,2,2,2,0,0,0,0,0.020543478260869406,22,0.04708152173913041,0.003081521739130411,0.044,0.0,0.0
0.187043,62,90.639896,hard,0.18083524027459955,0.18083524027459955,0,619,4,2,2,2,2,0,0,0,0,0.0007208237986270103,34,0.06810812356979405,0.00010812356979405155,0.068,0.0,0.0
0.169272,58,107.201467,hard,0.13026315789473683,0.13026315789473683,0,580,4,2,2,2,2,0,0,0,0,0.006727688787185429,48,0.09700915331807781,0.0010091533180778144,0.096,0.0,0.0
0.357596,61,123.682857,hard,0.32179633867276886,0.32179633867276886,0,602,4,2,2,2,2,0,0,0,0,0.0,48,0.096,0.0,0.096,0.0,0.0
0.146347,67,142.836155,hard,0.11280320366132719,0.11280320366132719,0,666,4,2,2,2,2,0,0,0,0,0.0009610983981693356,72,0.1001441647597254,0.00014416475972540033,0.1,0.0,0.0
0.20877,64,165.205258,hard,0.21332951945080092,0.21332951945080092,0,631,4,2,2,2,2,0,0,0,0,0.016939359267734537,28,0.05854090389016018,0.0025409038901601805,0.056,0.0,0.0
0.243305,62,182.482572,hard,0.2048054919908467,0.2048054919908467,0,615,4,2,2,2,2,0,0,0,0,0.0,68,0.1,0.0,0.1,0.0,0.0
0.273271,58,198.739092,hard,0.2628089244851258,0.2628089244851258,0,577,4,2,2,2,2,0,0,0,0,0.0010812356979405153,34,0.06816218535469108,0.0001621853546910773,0.068,0.0,0.0
0.210356,60,215.57731,hard,0.19078947368421054,0.19078947368421054,0,591,4,2,2,2,2,0,0,0,0,0.004445080091532989,39,0.07866676201372996,0.0006667620137299484,0.07800000000000001,0.0,0.0
0.072132,56,231.330337,hard,0.05942791762013726,0.05942791762013726,0,558,4,2,2,2,2,0,0,0,0,0.0033638443935927144,34,0.06850457665903892,0.0005045766590389071,0.068,0.0,0.0
0.141355,62,249.056643,hard,0.13535469107551487,0.13535469107551487,0,620,4,2,2,2,2,0,0,0,0,0.0,34,0.068,0.0,0.068,0.0,0.0
0.20961,58,265.289812,hard,0.16556064073226545,0.16556064073226545,0,575,4,2,2,2,2,0,0,0,0,0.010331807780320433,143,0.10154977116704807,0.001549771167048065,0.1,0.0,0.0
0.299179,57,281.1118,hard,0.25343821510297443,0.25343821510297443,0,568,4,2,2,2,2,0,0,0,0,0.016939359267734117,72,0.10254090389016013,0.002540903890160117,0.1,0.0,0.0
0.311522,90,311.251818,hard,0.3053775743707094,0.3053775743707094,0,900,4,2,2,2,2,0,0,0,0,0.0009610983981693369,48,0.0961441647597254,0.00014416475972540052,0.096,0.0,0.0
0.293534,59,328.280487,hard,0.2505720823798627,0.2505720823798627,0,583,4,2,2,2,2,0,0,0,0,0.00840961098398174,68,0.10126144164759726,0.0012614416475972608,0.1,0.0,0.0
0.117986,58,344.305151,hard,0.07528604118993135,0.07528604118993135,0,573,4,2,2,2,2,0,0,0,0,0.0,72,0.1,0.0,0.1,0.0,0.0
0.177366,57,360.399247,hard,0.13767734553775735,0.13767734553775735,0,566,4,2,2,2,2,0,0,0,0,0.0019221967963385898,48,0.0962883295194508,0.00028832951945078846,0.096,0.0,0.0
0.3436,62,377.902732,hard,0.30348970251716245,0.30348970251716245,0,614,4,2,2,2,2,0,0,0,0,0.010068649885583522,71,0.10151029748283753,0.001510297482837528,0.1,0.0,0.0
0.229047,63,395.751453,hard,0.19423340961098393,0.19423340961098393,0,627,4,2,2,2,2,0,0,0,0,0.010091533180778019,48,0.0975137299771167,0.0015137299771167028,0.096,0.0,0.0
0.229077,62,413.904445,hard,0.18958810068649887,0.18958810068649887,0,617,4,2,2,2,2,0,0,0,0,0.007929061784897067,67,0.10118935926773456,0.0011893592677345599,0.1,0.0,0.0
0.229073,64,431.658756,hard,0.19802059496567492,0.19802059496567492,0,632,4,2,2,2,2,0,0,0,0,0.001681922196796266,47,0.09425228832951944,0.0002522883295194399,0.094,0.0,0.0
0.221053,57,452.133018,hard,0.17631006864988547,0.17631006864988547,0,565,4,2,2,2,2,0,0,0,0,0.008289473684210423,90,0.10124342105263157,0.0012434210526315634,0.1,0.0,0.0
0.164356,57,468.499553,hard,0.15328375286041188,0.15328375286041188,0,570,4,2,2,2,2,0,0,0,0,0.0004805491990846736,34,0.0680720823798627,7.208237986270103e-05,0.068,0.0,0.0
0.173347,57,485.150979,hard,0.2109553775743706,0.2109553775743706,0,566,4,2,2,2,2,0,0,0,0,0.00660755148741413,9,0.018991132723112123,0.0009911327231121195,0.018000000000000002,0.0,0.0
0.244178,60,502.516359,hard,0.21121281464530892,0.21121281464530892,0,599,4,2,2,2,2,0,0,0,0,0.00576659038901604,46,0.0928649885583524,0.000864988558352406,0.092,0.0,0.0
0.289827,58,519.286446,hard,0.2469679633867277,0.2469679633867277,0,577,4,2,2,2,2,0,0,0,0,0.0037242562929062197,65,0.10055863844393594,0.0005586384439359329,0.1,0.0,0.0
0.45622,79,541.687112,hard,0.4364988558352403,0.4364988558352403,0,790,4,2,2,2,2,0,0,0,0,0.018140732265445873,48,0.09872110983981688,0.002721109839816881,0.096,0.0,0.0
0.261422,58,558.300799,hard,0.21882151029748284,0.21882151029748284,0,574,4,2,2,2,2,0,0,0,0,0.0,72,0.1,0.0,0.1,0.0,0.0
0.160873,66,577.254871,hard,0.1263729977116705,0.1263729977116705,0,655,4,2,2,2,2,0,0,0,0,0.0,52,0.1,0.0,0.1,0.0,0.0
0.198137,60,594.710091,hard,0.1574370709382151,0.1574370709382151,0,593,4,2,2,2,2,0,0,0,0,0.0,75,0.1,0.0,0.1,0.0,0.0
0.144738,62,616.761182,hard,0.10594965675057208,0.10594965675057208,0,615,4,2,2,2,2,0,0,0,0,0.0019221967963386887,50,0.10028832951945081,0.00028832951945080326,0.1,0.0,0.0
0.26527,59,633.743378,hard,0.22390732265446223,0.22390732265446223,0,588,4,2,2,2,2,0,0,0,0,0.0010812356979405153,58,0.10016218535469108,0.00016218535469107728,0.1,0.0,0.0
