#{"t_start": 1778876763.4634068, "env_id": "None"}
r,l,t,damage_pct,score,stars,ticks_elapsed
0.162721,56,15.452166,0.21842105263157896,0.21842105263157896,0,557
0.14656,69,36.206939,0.21516018306636156,0.21516018306636156,0,686
0.05704,54,52.849835,0.11024027459954233,0.11024027459954233,0,532
0.208149,72,75.015877,0.2801487414187643,0.2801487414187643,0,720
0.131383,54,91.394336,0.18518306636155607,0.18518306636155607,0,538
0.135186,53,108.282819,0.1879862700228833,0.1879862700228833,0,528
0.184357,54,124.400661,0.23775743707093822,0.23775743707093822,0,534
0.120271,55,140.710076,0.17437070938215102,0.17437070938215102,0,541
0.248972,52,275.304098,0.3005720823798627,0.3005720823798627,0,516
0.186052,60,293.744849,0.2452517162471396,0.2452517162471396,0,592
0.147905,57,310.721302,0.2040045766590389,0.2040045766590389,0,561
0.181565,63,328.685618,0.24416475972540047,0.24416475972540047,0,626
0.245692,61,346.41986,0.3058924485125858,0.3058924485125858,0,602
0.120443,68,366.794126,0.18764302059496568,0.18764302059496568,0,672
0.215979,54,383.784201,0.269279176201373,0.269279176201373,0,533
0.259019,70,405.520072,0.32871853546910756,0.32871853546910756,0,697
0.16906,72,427.985472,0.24016018306636155,0.24016018306636155,0,711
