label,profile,seed,score,damage_pct,stars,steps,ticks,terminated,truncated,deployments,deployment_unique_cells,deployment_top_cell_fraction,deployment_top3_cell_fraction,deployment_quadrant_entropy,active_nearest_distance_mean,active_close_pair_fraction_mean,active_quadrant_entropy_mean,troop_damage_taken_pct,cannon_damage_pct,wizard_tower_damage_pct,mortar_damage_pct,bomb_damage_pct,splash_damage_pct,cannon_deaths,wizard_tower_deaths,mortar_deaths,bomb_deaths,splash_deaths,multi_hit_splash_events,wizard_tower_multi_hit_events,mortar_multi_hit_events,bomb_multi_hit_events,wall_breakers_deployed,wall_breaker_explosions,wall_breakers_dead_without_explosion,wall_segments_damaged_by_wb,wall_segments_destroyed_by_wb,useful_rage_casts,useful_freeze_casts,wasted_spell_casts,spells_remaining,townhall_destroyed,defenses_destroyed
final,hard,600000,1.4885640732265446,0.48856407322654466,1,79,785,1,0,65,2,0.7692307692307693,1.0,-0.0,3.004842796771926,0.22015873015873016,0.21833283387709215,0.9341408450704224,0.02726760563380281,0.24766197183098565,0.6592112676056339,0.0,0.9068732394366195,0,15,36,0,51,51,16,35,0,15,14,1,58,29,4,4,0,0,1,4
final,hard,600001,1.5166933638443927,0.5166933638443927,1,81,809,1,0,65,2,0.7692307692307693,1.0,-0.0,3.03533746060274,0.15524839459265688,0.3981196117958983,0.9999999999999991,0.2360281690140842,0.38583098591549225,0.3781408450704226,0.0,0.7639718309859148,20,22,23,0,45,44,26,18,0,15,0,15,0,0,4,4,0,0,0,3
final,hard,600002,0.35566933638443915,0.35566933638443915,0,84,831,1,0,65,2,0.7692307692307693,1.0,-0.0,3.7421403165894063,0.16061980347694632,0.2954755364638736,0.9236056338028165,0.18264788732394363,0.3373802816901404,0.40357746478873235,0.0,0.7409577464788728,9,19,23,0,42,27,14,13,0,15,14,1,56,25,4,4,0,0,0,3
final,hard,600003,0.24496567505720823,0.24496567505720823,0,76,751,1,0,65,2,0.7692307692307693,1.0,-0.0,3.412131870441077,0.15055555555555555,0.07532428450577901,0.971154929577464,0.20126760563380267,0.5019154929577458,0.2496619718309859,0.018309859154929577,0.7698873239436613,6,48,4,1,53,49,36,13,0,15,6,9,24,12,4,4,0,0,0,2
final,hard,600004,0.3590732265446224,0.3590732265446224,0,77,764,1,0,65,2,0.7692307692307693,1.0,-0.0,3.5538191593012423,0.15296879805076527,0.31409218932099014,0.9211267605633797,0.07971830985915496,0.4498873239436614,0.33140845070422537,0.060112676056338035,0.8414084507042248,3,27,12,9,48,46,31,14,1,15,14,1,60,25,4,4,0,0,0,3
final,hard,600005,1.4089016018306637,0.40890160183066365,1,75,742,1,0,65,3,0.6461538461538462,1.0,-0.0,2.339924036678933,0.2487012987012987,0.060034172736875266,0.9323943661971826,0.05149295774647888,0.3034366197183094,0.5774647887323944,0.0,0.8809014084507036,2,23,28,0,51,45,22,23,0,15,12,3,50,25,4,4,0,0,1,2
final,hard,600006,0.26458810068649885,0.26458810068649885,0,74,735,1,0,65,2,0.7692307692307693,1.0,-0.0,3.7990271678293657,0.11232993197278911,0.3186734992172267,0.9999999999999992,0.3290985915492951,0.23695774647887316,0.4043661971830986,0.029577464788732393,0.6709014084507042,34,20,9,2,31,14,6,7,1,15,0,15,0,0,0,4,0,4,0,2
final,hard,600007,2.70245995423341,0.7024599542334096,2,85,842,1,0,65,2,0.7692307692307693,1.0,-0.0,2.6931614199230447,0.20907243163340725,0.23517848841190467,0.9303661971830979,0.12033802816901419,0.4050140845070414,0.38247887323943663,0.022535211267605635,0.8100281690140836,4,28,16,2,46,44,29,14,1,15,15,0,64,29,4,4,0,0,1,5
final,hard,600008,1.683192219679634,0.683192219679634,1,77,761,1,0,65,2,0.7692307692307693,1.0,-0.0,1.1947727462913558,0.4776772049499322,0.11921634841352795,0.9154929577464785,0.13535211267605643,0.34132394366197133,0.4388169014084507,0.0,0.780140845070422,9,20,21,0,41,48,25,23,0,15,15,0,75,34,4,4,0,0,0,4
final,hard,600009,2.663615560640732,0.6636155606407322,2,81,809,1,0,65,2,0.7692307692307693,1.0,-0.0,3.0658571644795,0.15471742543171113,0.40185508536009884,0.9621408450704219,0.13132394366197195,0.3867605633802809,0.39898591549295775,0.04507042253521127,0.83081690140845,6,27,16,4,47,39,25,13,1,15,12,3,54,27,4,4,0,0,1,4
