label,profile,seed,score,damage_pct,stars,steps,ticks,terminated,truncated,deployments,deployment_unique_cells,deployment_top_cell_fraction,deployment_top3_cell_fraction,deployment_quadrant_entropy,active_nearest_distance_mean,active_close_pair_fraction_mean,active_quadrant_entropy_mean,troop_damage_taken_pct,cannon_damage_pct,wizard_tower_damage_pct,mortar_damage_pct,bomb_damage_pct,splash_damage_pct,cannon_deaths,wizard_tower_deaths,mortar_deaths,bomb_deaths,splash_deaths,multi_hit_splash_events,wizard_tower_multi_hit_events,mortar_multi_hit_events,bomb_multi_hit_events,wall_breakers_deployed,wall_breaker_explosions,wall_breakers_dead_without_explosion,wall_segments_damaged_by_wb,wall_segments_destroyed_by_wb,useful_rage_casts,useful_freeze_casts,wasted_spell_casts,spells_remaining,townhall_destroyed,defenses_destroyed
final_stochastic,hard,600000,2.6262585812356978,0.6262585812356979,2,86,853,1,0,65,53,0.046153846153846156,0.12307692307692308,0.3457676814616343,2.547475994055728,0.27211951447245564,0.2658819728473083,0.9456619718309857,0.09859154929577472,0.283521126760563,0.563549295774648,0.0,0.8470704225352108,2,24,26,0,50,45,19,26,0,15,13,2,56,27,4,4,0,0,1,4
final_stochastic,hard,600001,2.574828375286041,0.5748283752860411,2,81,805,1,0,65,58,0.046153846153846156,0.1076923076923077,0.32797103788470744,4.789550734441326,0.11272817460317461,0.4702332774397092,0.9589577464788724,0.29876056338028106,0.2803380281690138,0.37985915492957745,0.0,0.6601971830985912,24,13,20,0,33,30,13,17,0,15,8,7,33,16,4,4,0,0,1,3
final_stochastic,hard,600002,0.3887814645308918,0.3887814645308918,0,79,782,1,0,65,51,0.046153846153846156,0.12307692307692308,0.2220630225397998,5.544791137963874,0.15369674185463658,0.32120794982256196,0.9204507042253514,0.2448732394366193,0.30123943661971786,0.3743380281690141,0.0,0.6755774647887319,11,18,21,0,39,36,18,18,0,15,15,0,65,30,4,4,0,0,0,4
final_stochastic,hard,600003,0.2267048054919909,0.2267048054919909,0,73,729,1,0,65,52,0.046153846153846156,0.12307692307692308,0.27983052257308394,6.582301828287064,0.10462962962962963,0.14446357108736774,0.9802816901408437,0.3012394366197177,0.505154929577464,0.17388732394366196,0.0,0.679042253521126,12,32,12,0,44,35,27,8,0,15,9,6,39,17,2,4,0,2,0,2
final_stochastic,hard,600004,0.33332951945080086,0.33332951945080086,0,73,725,1,0,65,54,0.046153846153846156,0.12307692307692308,0.22338824700260326,6.1755230092102025,0.13481040564373897,0.2523948945822671,0.915492957746478,0.3233521126760557,0.2959436619718307,0.25957746478873245,0.036619718309859155,0.5921408450704223,17,14,17,2,33,25,13,11,1,15,15,0,63,29,4,4,0,0,0,1
final_stochastic,hard,600005,1.4433810068649884,0.44338100686498844,1,80,800,1,0,65,46,0.07692307692307693,0.2,0.3457676814616343,4.355982192640736,0.21729957805907174,0.06316155479804549,0.92112676056338,0.083830985915493,0.32174647887323904,0.5155492957746479,0.0,0.837295774647887,5,29,17,0,46,25,14,11,0,15,14,1,67,30,4,4,0,0,1,2
final_stochastic,hard,600006,0.46702517162471396,0.46702517162471396,0,74,737,1,0,65,43,0.06153846153846154,0.15384615384615385,0.15610566617587138,3.5547336067212587,0.18562548562548564,0.20631464271430977,0.9391549295774635,0.31123943661971765,0.3671830985915486,0.24946478873239442,0.011267605633802818,0.6279154929577458,18,22,11,1,34,35,22,13,0,15,13,2,56,27,4,4,0,0,0,4
final_stochastic,hard,600007,2.7274027459954233,0.7274027459954233,2,100,999,1,0,65,48,0.06153846153846154,0.13846153846153847,0.24645788980805483,3.48395079017199,0.1714610284691906,0.33972866639823807,0.9335211267605628,0.22011267605633777,0.29904225352112634,0.3664788732394366,0.04788732394366197,0.713408450704225,12,22,14,3,39,27,15,11,1,15,14,1,58,24,4,4,0,0,1,6
final_stochastic,hard,600008,2.5002860411899315,0.5002860411899314,2,73,722,1,0,65,46,0.046153846153846156,0.13846153846153847,-0.0,3.253583641314658,0.29720545495193385,0.05056854413208071,0.9388450704225347,0.10059154929577471,0.32861971830985864,0.5096338028169014,0.0,0.8382535211267601,6,16,30,0,46,41,20,21,0,15,13,2,59,25,3,4,0,1,1,2
final_stochastic,hard,600009,2.564645308924485,0.5646453089244852,2,80,796,1,0,65,54,0.046153846153846156,0.1076923076923077,0.38967491864604253,4.2353855636334306,0.18385847626353954,0.4426062384780768,0.9154929577464785,0.053014084507042265,0.2700845070422532,0.5811267605633803,0.011267605633802818,0.8624788732394363,1,17,31,1,49,36,19,17,0,15,15,0,68,28,4,4,0,0,1,4
final_stochastic,hard,600010,2.841933638443936,0.8419336384439359,2,88,872,1,0,65,54,0.046153846153846156,0.1076923076923077,0.3189954002702487,3.2297068681006245,0.27252501649053373,0.3862756470089716,0.9211267605633792,0.22107042253521106,0.4835492957746469,0.21650704225352113,0.0,0.700056338028168,15,28,8,0,36,31,22,9,0,15,14,1,70,26,4,4,0,0,1,6
final_stochastic,hard,600011,0.2846910755148742,0.2846910755148742,0,72,719,1,0,65,46,0.06153846153846154,0.15384615384615385,0.25415747777183406,5.576793758798343,0.13990610328638498,0.10344875878722694,0.9323943661971824,0.22921126760563354,0.36467605633802774,0.32825352112676054,0.010253521126760565,0.7031830985915488,14,21,17,1,39,21,10,11,0,15,12,3,52,25,2,4,0,2,0,2
final_stochastic,hard,600012,0.32545766590389014,0.32545766590389014,0,72,714,1,0,65,41,0.06153846153846154,0.16923076923076924,0.27983052257308394,2.9515076221799545,0.26578231292517007,0.04488972321333338,0.9307887323943658,0.09521126760563384,0.3677183098591545,0.4298309859154929,0.038028169014084505,0.835577464788732,6,20,22,4,46,44,22,21,1,15,13,2,65,22,1,4,0,3,0,2
final_stochastic,hard,600013,0.4118363844393593,0.4118363844393593,0,76,752,1,0,65,52,0.046153846153846156,0.13846153846153847,0.1956217818146278,3.869518665883107,0.12404906204906205,0.4701488852283678,0.9436619718309842,0.40323943661971723,0.33307042253521074,0.20735211267605635,0.0,0.540422535211267,35,14,6,0,20,28,19,9,0,15,10,5,40,14,4,4,0,0,0,2
final_stochastic,hard,600014,2.5012585812356978,0.5012585812356979,2,78,771,1,0,65,50,0.06153846153846154,0.15384615384615385,0.09911748204888313,4.097343660997715,0.1669140383426098,0.059524757560980086,0.9711549295774644,0.23177464788732358,0.19557746478873228,0.5254929577464789,0.018309859154929577,0.7393802816901408,16,15,27,1,43,21,5,16,0,15,6,9,23,6,4,4,0,0,1,4
final_stochastic,hard,600015,2.604033180778032,0.6040331807780319,2,76,759,1,0,65,44,0.07692307692307693,0.16923076923076924,-0.0,2.774561395176206,0.1915240623573957,0.027777777777777776,0.9372394366197178,0.06484507042253522,0.3954929577464783,0.4769014084507042,0.0,0.8723943661971826,3,23,25,0,48,30,15,15,0,15,14,1,52,22,4,4,0,0,1,4
final_stochastic,hard,600016,0.4629233409610984,0.4629233409610984,0,80,797,1,0,65,52,0.06153846153846154,0.12307692307692308,0.25206405738510845,3.466318790948818,0.18416263223955534,0.3283380797580214,0.945464788732393,0.4527887323943648,0.16684507042253527,0.325830985915493,0.0,0.49267605633802825,21,12,21,0,33,22,9,13,0,15,11,4,44,16,4,4,0,0,0,3
final_stochastic,hard,600017,0.4446224256292906,0.4446224256292906,0,84,834,1,0,65,50,0.06153846153846154,0.15384615384615385,0.05733775266807337,3.3502449785253208,0.17438324727481352,0.1382116631977332,0.9743098591549291,0.2072957746478871,0.3119718309859152,0.4367323943661972,0.018309859154929577,0.7670140845070419,18,25,16,1,42,43,24,19,0,15,5,10,25,10,4,4,0,0,0,4
final_stochastic,hard,600018,0.4139759725400452,0.4139759725400452,0,81,803,1,0,65,52,0.06153846153846154,0.12307692307692308,0.1956217818146278,4.7712433592759,0.1195979945979946,0.26802410016704836,0.953323943661971,0.2989859154929571,0.22799999999999976,0.42633802816901406,0.0,0.6543380281690139,18,19,19,0,38,29,11,18,0,15,9,6,41,15,4,4,0,0,0,3
final_stochastic,hard,600019,0.33667048054919907,0.33667048054919907,0,79,781,1,0,65,51,0.046153846153846156,0.13846153846153847,0.1956217818146278,5.424432322127402,0.06703296703296702,0.21649691959124842,0.9413802816901394,0.4207605633802806,0.31002816901408414,0.19630985915492957,0.014281690140845071,0.5206197183098588,22,17,13,1,31,15,8,7,0,15,12,3,44,22,4,4,0,0,0,2
final_stochastic,hard,600020,0.47225400457665906,0.47225400457665906,0,85,841,1,0,65,49,0.15384615384615385,0.24615384615384617,0.37748270497251213,5.026873090913536,0.1300057372346529,0.1490683802796684,0.946338028169013,0.3377183098591542,0.24442253521126736,0.3311267605633803,0.033070422535211266,0.6086197183098588,19,14,16,4,34,22,8,13,1,15,12,3,58,21,4,4,0,0,0,4
final_stochastic,hard,600021,0.31069794050343247,0.31069794050343247,0,73,727,1,0,65,53,0.046153846153846156,0.12307692307692308,0.13491422385153698,4.32951894592376,0.1675595238095238,0.22200210131869855,0.9211267605633794,0.2598028169014081,0.32988732394366155,0.31092957746478866,0.02050704225352113,0.6613239436619714,18,21,10,2,33,28,13,14,1,15,14,1,63,25,0,4,0,4,0,2
final_stochastic,hard,600022,0.3562929061784897,0.3562929061784897,0,84,839,1,0,65,36,0.1076923076923077,0.26153846153846155,0.3249387093201824,4.54110649094936,0.23791666666666664,0.15539350823695716,0.948619718309858,0.3371267605633794,0.30622535211267565,0.28600000000000003,0.01926760563380282,0.6114929577464785,15,21,17,2,40,35,18,16,1,15,10,5,44,21,4,4,0,0,0,2
