label,profile,seed,score,damage_pct,stars,steps,ticks,terminated,truncated,deployments,deployment_unique_cells,deployment_top_cell_fraction,deployment_top3_cell_fraction,deployment_quadrant_entropy,active_nearest_distance_mean,active_close_pair_fraction_mean,active_quadrant_entropy_mean,troop_damage_taken_pct,cannon_damage_pct,wizard_tower_damage_pct,mortar_damage_pct,bomb_damage_pct,splash_damage_pct,cannon_deaths,wizard_tower_deaths,mortar_deaths,bomb_deaths,splash_deaths,multi_hit_splash_events,wizard_tower_multi_hit_events,mortar_multi_hit_events,bomb_multi_hit_events,wall_breakers_deployed,wall_breaker_explosions,wall_breakers_dead_without_explosion,wall_segments_damaged_by_wb,wall_segments_destroyed_by_wb,useful_rage_casts,useful_freeze_casts,wasted_spell_casts,spells_remaining,townhall_destroyed,defenses_destroyed
final_stochastic,hard,600000,2.7260297482837528,0.7260297482837529,2,84,835,1,0,65,51,0.046153846153846156,0.1076923076923077,0.2220630225397998,3.3552635774197657,0.22140230230805505,0.377978667386571,0.9317183098591548,0.10256338028169021,0.24633802816901382,0.5828169014084507,0.0,0.8291549295774645,6,23,23,0,46,42,19,23,0,15,13,2,55,27,4,4,0,0,1,4
final_stochastic,hard,600001,1.5325743707093817,0.5325743707093819,1,78,772,1,0,65,52,0.046153846153846156,0.1076923076923077,0.2220630225397998,4.602413208038651,0.09331158062501346,0.4527949134444299,0.940704225352112,0.23439436619718282,0.37005633802816845,0.3362535211267606,0.0,0.7063098591549289,10,24,18,0,42,40,25,15,0,15,13,2,51,18,4,4,0,0,0,2
final_stochastic,hard,600002,0.33883295194507995,0.33883295194507995,0,76,755,1,0,65,52,0.046153846153846156,0.13846153846153847,0.19172340579500008,6.117876701677129,0.09191578483245151,0.33332235522810033,0.9211267605633792,0.21369014084507015,0.49721126760563294,0.21022535211267604,0.0,0.707436619718309,13,33,5,0,38,32,24,8,0,15,14,1,60,26,4,4,0,0,0,2
final_stochastic,hard,600003,0.24544622425629298,0.24544622425629298,0,73,730,1,0,65,47,0.06153846153846154,0.15384615384615385,0.09911748204888313,5.70204336129491,0.14561796228462898,0.0934685585491643,0.9663943661971824,0.24267605633802786,0.45839436619718266,0.2631267605633803,0.0021971830985915504,0.7237183098591545,9,39,8,1,48,28,18,10,0,15,8,7,34,16,3,4,0,1,0,2
final_stochastic,hard,600004,1.4575400457665904,0.45754004576659046,1,77,770,1,0,65,54,0.046153846153846156,0.1076923076923077,0.2220630225397998,5.318676908723199,0.08535790808518082,0.26747524191780536,0.926084507042253,0.2551549295774644,0.20630985915492947,0.44630985915492954,0.018309859154929577,0.6709295774647885,13,16,21,1,38,34,13,21,0,15,14,1,56,24,4,4,0,0,1,1
final_stochastic,hard,600005,1.476716247139588,0.4767162471395881,1,79,781,1,0,65,52,0.046153846153846156,0.12307692307692308,0.13491422385153698,3.0976950090433224,0.26021205357142857,0.07914944117847146,0.9154929577464783,0.0723098591549296,0.34907042253521076,0.494112676056338,0.0,0.8431830985915488,4,27,19,0,46,41,23,18,0,15,15,0,73,35,4,4,0,0,1,2
final_stochastic,hard,600006,2.7863272311212812,0.7863272311212814,2,93,930,1,0,65,54,0.046153846153846156,0.1076923076923077,0.16676100196548832,3.083502757098054,0.22864333814333818,0.25157470975079416,0.9391549295774636,0.3510985915492949,0.2705352112676054,0.3175211267605634,0.0,0.5880563380281687,18,20,14,0,34,32,17,15,0,15,13,2,57,23,4,4,0,0,1,6
final_stochastic,hard,600007,2.6721853546910754,0.6721853546910755,2,77,764,1,0,65,46,0.07692307692307693,0.18461538461538463,0.23296603544749966,3.74069871443003,0.23253661432865566,0.3118587464832634,0.9195211267605631,0.20811267605633782,0.2238309859154929,0.46926760563380276,0.018309859154929577,0.7114084507042252,9,22,18,1,41,29,11,18,0,15,15,0,58,24,4,4,0,0,1,5
final_stochastic,hard,600008,2.7419221967963385,0.7419221967963386,2,78,773,1,0,65,49,0.03076923076923077,0.09230769230769231,0.05733775266807337,2.450864604518918,0.2959966899118499,0.11967163319237482,0.9541408450704221,0.13819718309859166,0.39749295774647836,0.41845070422535213,0.0,0.8159436619718304,8,26,20,0,46,42,24,18,0,15,11,4,50,22,4,4,0,0,1,5
final_stochastic,hard,600009,2.5808924485125857,0.5808924485125858,2,77,770,1,0,65,50,0.046153846153846156,0.13846153846153847,0.2690705926112252,3.5182291936152112,0.10817703083009206,0.39021558115774313,0.942309859154929,0.11577464788732403,0.3098309859154926,0.4884225352112674,0.028281690140845077,0.8265352112676051,5,17,28,3,48,46,23,22,1,15,12,3,57,25,4,4,0,0,1,2
final_stochastic,hard,600010,2.728146453089245,0.7281464530892449,2,81,809,1,0,65,46,0.06153846153846154,0.16923076923076924,0.22338824700260326,3.3473437966097657,0.1665922579000846,0.5052545132963004,0.9211267605633793,0.20047887323943644,0.429605633802816,0.25098591549295773,0.04005633802816901,0.7206478873239428,11,25,12,3,40,37,24,12,1,15,14,1,67,23,4,4,0,0,1,6
final_stochastic,hard,600011,0.294862700228833,0.294862700228833,0,85,845,1,0,65,49,0.046153846153846156,0.13846153846153847,0.19172340579500008,7.29230172457192,0.10037245892509049,0.2001033879074869,0.9323943661971823,0.2710140845070418,0.28791549295774616,0.3734647887323944,0.0,0.6613802816901405,18,15,20,0,35,34,19,15,0,15,12,3,55,21,4,4,0,0,0,2
final_stochastic,hard,600012,0.33106407322654463,0.33106407322654463,0,73,729,1,0,65,43,0.06153846153846154,0.15384615384615385,0.21291484811933445,4.500421291676027,0.14843793008532893,0.05508541704357492,0.9323943661971823,0.12960563380281698,0.4588732394366189,0.3439154929577464,0.0,0.8027887323943653,11,22,20,0,42,45,25,20,0,15,12,3,56,10,0,4,0,4,0,2
final_stochastic,hard,600013,0.41251716247139564,0.41251716247139564,0,77,766,1,0,65,53,0.06153846153846154,0.12307692307692308,0.37748270497251213,4.473792076710498,0.1391657504752743,0.35274213354804823,0.9291830985915489,0.09656338028169019,0.45332394366197126,0.37929577464788744,0.0,0.8326197183098587,3,33,15,0,48,45,28,17,0,15,14,1,58,27,3,4,0,1,0,2
final_stochastic,hard,600014,1.5228661327231117,0.5228661327231117,1,85,848,1,0,65,47,0.07692307692307693,0.16923076923076924,0.09911748204888313,4.531121750749232,0.17026254507072922,0.17688196439046106,0.9823661971830981,0.26008450704225305,0.1947887323943661,0.527492957746479,0.0,0.7222816901408451,16,7,37,0,44,27,8,19,0,15,5,10,25,5,4,4,0,0,0,5
final_stochastic,hard,600015,2.5564645308924483,0.5564645308924485,2,88,876,1,0,65,45,0.06153846153846154,0.15384615384615385,0.05733775266807337,4.6852467864277205,0.1491211779673318,0.015321767888001995,0.9332676056338025,0.1536338028169015,0.30504225352112635,0.4745915492957747,0.0,0.7796338028169011,8,21,23,0,44,34,16,18,0,15,13,2,53,22,4,4,0,0,1,3
final_stochastic,hard,600016,2.636670480549199,0.6366704805491991,2,78,772,1,0,65,49,0.046153846153846156,0.13846153846153847,0.27983052257308394,3.489648521955761,0.22108107698658877,0.39284136462603064,0.9260845070422528,0.34650704225352025,0.11636619718309862,0.4632112676056338,0.0,0.5795774647887324,15,13,23,0,36,28,5,23,0,15,14,1,60,25,4,4,0,0,1,3
final_stochastic,hard,600017,2.6592105263157895,0.6592105263157895,2,81,810,1,0,65,50,0.06153846153846154,0.15384615384615385,0.13491422385153698,4.040984853609525,0.10925561489471264,0.24787520352699316,0.9307887323943659,0.1878591549295774,0.23478873239436598,0.3490422535211267,0.15909859154929576,0.7429295774647885,11,15,16,10,41,36,17,17,2,15,13,2,57,27,4,4,0,0,1,5
final_stochastic,hard,600018,1.5299256292906178,0.5299256292906178,1,75,745,1,0,65,49,0.06153846153846154,0.13846153846153847,0.22338824700260326,4.941172212055552,0.1075791205028493,0.24170956787397632,0.9533239436619708,0.24349295774647844,0.38354929577464725,0.3098028169014085,0.016478873239436625,0.7098309859154923,15,25,14,2,41,34,19,14,1,15,9,6,37,16,4,4,0,0,0,3
final_stochastic,hard,600019,0.3951716247139585,0.3951716247139585,0,79,785,1,0,65,48,0.06153846153846154,0.15384615384615385,0.05733775266807337,4.687260436859149,0.08625200951731565,0.2443499430741228,0.9485633802816894,0.3163380281690133,0.20411267605633793,0.41464788732394375,0.013464788732394367,0.632225352112676,14,14,24,2,40,28,11,16,1,15,11,4,43,21,4,4,0,0,0,3
final_stochastic,hard,600020,0.30577803203661325,0.30577803203661325,0,84,832,1,0,65,55,0.07692307692307693,0.13846153846153847,0.6047288337717877,7.139232301978858,0.17518425943728771,0.40108546057861066,0.9454647887323933,0.33067605633802744,0.30276056338028123,0.2944507042253522,0.017577464788732393,0.6147887323943658,19,13,20,2,35,26,16,10,0,15,11,4,51,19,4,4,0,0,0,2
final_stochastic,hard,600021,0.3354061784897025,0.3354061784897025,0,72,716,1,0,65,48,0.07692307692307693,0.18461538461538463,0.1145020974334985,3.966637225021186,0.1633064892623716,0.1265100447705116,0.9267605633802807,0.2865633802816896,0.33704225352112627,0.2856619718309859,0.017492957746478875,0.640197183098591,21,22,7,2,31,28,17,10,1,15,13,2,65,23,3,4,0,1,0,2
final_stochastic,hard,600022,0.3250743707093822,0.3250743707093822,0,71,706,1,0,65,39,0.1076923076923077,0.24615384615384617,0.1956217818146278,5.171009523107286,0.1425473669044017,0.12823086124877175,0.94138028169014,0.2361690140845067,0.37904225352112625,0.326169014084507,0.0,0.7052112676056332,12,21,20,0,41,36,21,15,0,15,12,3,53,26,2,4,0,2,0,3
final_stochastic,hard,600023,0.41418764302059496,0.41418764302059496,0,79,781,1,0,65,46,0.06153846153846154,0.18461538461538463,0.1145020974334985,4.786112489006069,0.1545439028533957,0.2075850304797962,0.9891267605633794,0.34354929577464705,0.15808450704225355,0.4874929577464788,0.0,0.6455774647887325,22,8,29,0,37,25,5,20,0,15,6,9,24,5,4,4,0,0,0,4
final_stochastic,hard,600024,0.33819221967963387,0.33819221967963387,0,78,776,1,0,65,55,0.046153846153846156,0.13846153846153847,0.19172340579500008,6.106109173316477,0.09781831431759697,0.3541236154595098,0.93419718309859,0.4432676056338015,0.2656619718309857,0.2252676056338028,0.0,0.49092957746478855,30,13,9,0,22,22,13,9,0,15,13,2,54,23,2,4,0,2,0,2
final_stochastic,hard,600025,0.33780892448512584,0.33780892448512584,0,80,792,1,0,65,51,0.046153846153846156,0.13846153846153847,0.26444590718846855,5.023297242959432,0.09298742960160282,0.3392882110489156,0.9445352112676044,0.3221971830985909,0.3627605633802812,0.2129014084507042,0.04667605633802817,0.6223380281690135,21,21,8,4,33,25,21,3,1,15,11,4,51,20,4,4,0,0,0,3
