profile,seed,steps,ticks,score,damage_pct,stars,terminated,truncated,wall_breakers_deployed,wall_breakers_alive_final,wall_breaker_explosions,wall_breakers_dead_without_explosion,wb_wall_damage,wb_unique_walls_damaged,wb_unique_walls_destroyed,wb_fresh_walls_destroyed,wb_predamaged_walls_destroyed,final_walls_damaged,final_walls_destroyed,total_wall_damage
medium,210175,55,548,1.702336448598131,0.7023364485981308,1,True,False,10,0,10,0,6900.0,26,20,0,20,43,36,11812.0
medium,210176,53,525,0.1587227414330218,0.1587227414330218,0,True,False,10,0,0,10,0.0,0,0,0,0,4,3,938.5
medium,210177,58,577,0.32103582554517107,0.32103582554517107,0,True,False,10,0,10,0,7200.0,24,24,0,24,28,27,8318.4
medium,210178,56,556,2.5823208722741433,0.5823208722741433,2,True,False,10,0,10,0,6300.0,26,16,0,16,35,23,8477.0
medium,210179,58,576,2.798442367601246,0.7984423676012461,2,True,False,10,0,10,0,5700.0,19,19,0,19,32,31,9394.5
medium,210180,90,900,2.956775700934579,0.9567757009345794,2,False,True,10,0,10,0,6300.0,26,16,0,16,54,43,14568.0
medium,210181,55,542,4.0,1.0,3,True,False,10,0,10,0,7500.0,25,25,0,25,46,46,13800.0
medium,210182,59,589,2.854750778816199,0.8547507788161994,2,True,False,10,0,10,0,6300.0,21,21,0,21,35,33,10122.95
medium,210183,53,526,2.842757009345794,0.8427570093457943,2,True,False,10,0,10,0,6300.0,21,21,0,21,29,28,8645.0
medium,210184,58,574,4.0,1.0,3,True,False,10,0,10,0,7200.0,24,24,0,24,44,44,13200.0
medium,210185,90,900,2.735202492211838,0.735202492211838,2,False,True,10,0,10,0,5700.0,19,19,0,19,27,27,8100.0
medium,210186,54,537,1.3925233644859814,0.3925233644859813,1,True,False,10,0,2,8,1500.0,5,5,0,5,15,14,4427.5
medium,210187,54,536,2.9034267912772584,0.9034267912772586,2,True,False,10,0,10,0,7500.0,25,25,0,25,39,38,11592.5
medium,210188,56,555,4.0,1.0,3,True,False,10,0,10,0,5400.0,23,13,0,13,47,37,12600.0
medium,210189,56,556,0.2924454828660436,0.2924454828660436,0,True,False,10,0,10,0,7500.0,29,21,0,21,34,26,9000.0
medium,210190,58,575,4.0,1.0,3,True,False,10,0,10,0,7500.0,25,25,0,25,40,40,12000.0
medium,210191,55,547,4.0,1.0,3,True,False,10,0,10,0,7500.0,25,25,0,25,35,35,10500.0
medium,210192,55,542,1.2959501557632398,0.29595015576323985,1,True,False,10,0,0,10,0.0,0,0,0,0,3,2,782.0
medium,210193,55,545,4.0,1.0,3,True,False,10,0,10,0,7500.0,30,20,0,20,35,25,9000.0
medium,210194,59,589,4.0,1.0,3,True,False,10,0,10,0,7500.0,25,25,0,25,36,35,10710.0
medium,210195,60,596,2.962227414330218,0.9622274143302181,2,True,False,10,0,10,0,5040.5,17,17,0,17,35,35,10500.0
medium,210196,52,519,1.4984423676012462,0.4984423676012461,1,True,False,10,0,10,0,5100.0,17,17,0,17,38,37,11128.0
medium,210197,90,900,2.911993769470405,0.911993769470405,2,False,True,10,0,10,0,6600.0,22,22,0,22,45,45,13500.0
medium,210198,44,435,4.0,1.0,3,True,False,0,0,0,0,0.0,0,0,0,0,10,10,3000.0
medium,210199,53,523,4.0,1.0,3,True,False,10,4,6,0,4200.0,15,13,0,13,35,33,10200.0
